span_id,event_id,region,event_type,forecast_month,age_at_forecast_days,forecast_date,forecast_wind_max,forecast_wind_avg,forecast_rain_total,forecast_pressure_min,forecast_humidity_max,forecast_temp_max,forecast_confidence_avg
SP-00296,FCAST-001182,Northeast,heatwave,3,1856,2023-03-07,4.68,2.692361111111111,39.152,1004.4,66.4,38.2,75.13888888888889
SP-00296,FCAST-001183,Northeast,tropical_cyclone,10,264,2018-10-27,26.33,13.292083333333332,317.06,986.8,100.0,30.7,75.05138888888888
SP-00296,FCAST-001184,Northeast,southwest_monsoon,9,2050,2023-09-17,11.7,6.3220833333333335,157.138,1002.1,99.3,31.7,75.04027777777777
SP-00297,FCAST-001185,Northeast,summer_storm,5,1413,2022-05-02,16.38,6.6369444444444445,119.07300000000001,998.5,96.4,32.49,74.81944444444444
SP-00297,FCAST-001186,Northeast,southwest_monsoon,6,2178,2024-06-05,11.7,6.35375,158.135,1002.3,99.3,31.7,75.1888888888889
SP-00297,FCAST-001187,Northeast,tropical_cyclone,9,441,2019-09-03,26.33,13.484305555555556,316.792,987.4,100.0,30.7,74.7486111111111
SP-00297,FCAST-001188,Northeast,heatwave,3,1006,2021-03-21,4.68,2.469027777777778,39.746,1004.8,62.4,38.2,74.73333333333333
SP-00298,FCAST-001189,Northeast,tropical_cyclone,11,405,2022-11-13,26.33,13.514583333333333,318.727,987.1,100.0,30.7,75.05138888888888
SP-00298,FCAST-001190,Northeast,heatwave,3,1249,2025-03-06,4.68,2.7719444444444443,43.175,1004.9,61.9,38.2,75.2875
SP-00298,FCAST-001191,Northeast,southwest_monsoon,6,1000,2024-06-30,11.7,6.153611111111111,156.165,1000.7,99.7,31.7,74.69444444444444
SP-00298,FCAST-001192,Northeast,summer_storm,4,562,2023-04-19,16.38,6.9054166666666665,128.802,999.1,98.4,33.82,75.42500000000001
SP-00299,FCAST-001193,Northeast,tropical_cyclone,11,1397,2024-11-18,26.33,13.784027777777778,317.96,987.2,100.0,30.7,74.9125
SP-00299,FCAST-001194,Northeast,southwest_monsoon,7,549,2022-07-24,11.7,6.272777777777778,155.924,1002.1,100.0,31.7,75.14166666666667
SP-00299,FCAST-001195,Northeast,summer_storm,4,452,2022-04-18,16.38,6.815138888888889,121.678,999.0,96.0,33.75,74.61388888888888
SP-00299,FCAST-001196,Northeast,heatwave,3,1517,2025-03-18,4.68,2.552222222222222,40.022,1004.8,62.6,38.2,75.4375
SP-00300,FCAST-001197,Northeast,southwest_monsoon,9,550,2019-09-17,11.7,6.22875,165.046,1002.2,100.0,31.7,74.99305555555556
SP-00300,FCAST-001198,Northeast,tropical_cyclone,10,2037,2023-10-13,26.33,13.45125,320.039,987.7,100.0,30.7,74.92222222222222
SP-00300,FCAST-001199,Northeast,heatwave,3,1838,2023-03-28,4.68,2.7656944444444442,35.901,1005.0,68.9,38.2,74.9375
SP-00300,FCAST-001200,Northeast,summer_storm,5,1170,2021-05-29,16.38,6.935,119.695,999.6,97.7,33.92,75.08055555555556
SP-00301,FCAST-001201,Northeast,summer_storm,4,315,2020-04-27,16.38,6.842083333333333,119.824,999.3,96.6,33.31,74.67638888888888
SP-00301,FCAST-001202,Northeast,southwest_monsoon,9,1908,2024-09-06,11.7,6.085138888888888,155.807,1002.0,100.0,31.7,75.11805555555556
SP-00301,FCAST-001203,Northeast,heatwave,3,287,2020-03-30,4.68,2.6690277777777776,47.304,1004.2,61.1,38.2,75.2125
SP-00301,FCAST-001204,Northeast,tropical_cyclone,9,450,2020-09-09,26.33,13.43736111111111,321.67,987.5,100.0,30.7,74.97916666666667
SP-00302,FCAST-001205,Northeast,southwest_monsoon,8,2090,2024-08-24,11.7,6.279444444444445,152.609,1001.8,100.0,31.7,75.10972222222222
SP-00302,FCAST-001206,Northeast,tropical_cyclone,11,1086,2021-11-24,26.33,13.377777777777778,321.67,987.2,100.0,30.7,75.13749999999999
SP-00302,FCAST-001207,Northeast,heatwave,3,1944,2024-03-31,4.68,2.5420833333333333,35.778,1003.8,64.3,38.2,74.95277777777778
SP-00302,FCAST-001208,Northeast,summer_storm,5,1271,2022-05-28,16.38,6.784722222222222,119.994,999.8,97.3,33.74,75.07083333333334
SP-00303,FCAST-001209,Northeast,heatwave,3,2272,2024-03-29,4.68,2.663333333333333,40.212,1004.6,62.3,38.2,74.74444444444445
SP-00303,FCAST-001210,Northeast,southwest_monsoon,6,147,2018-06-04,11.7,6.158055555555555,158.084,1001.5,100.0,31.7,75.20694444444445
SP-00303,FCAST-001211,Northeast,summer_storm,5,874,2020-05-31,16.38,7.077777777777778,125.965,999.4,99.8,33.48,75.0638888888889
SP-00303,FCAST-001212,Northeast,tropical_cyclone,9,1715,2022-09-19,26.33,13.454583333333334,316.204,987.4,100.0,30.7,75.11666666666666
SP-00304,FCAST-001213,Northeast,southwest_monsoon,7,938,2023-07-28,11.7,6.2186111111111115,157.382,1001.7,100.0,31.7,75.17500000000001
SP-00304,FCAST-001214,Northeast,heatwave,4,464,2022-04-10,4.68,2.7598611111111113,46.015,1005.2,64.8,38.2,74.7875
SP-00304,FCAST-001215,Northeast,summer_storm,5,851,2023-05-02,16.38,6.866944444444445,126.169,999.5,96.7,32.84,75.16805555555555
SP-00304,FCAST-001216,Northeast,tropical_cyclone,11,1043,2023-11-10,26.33,13.315555555555555,321.687,987.4,100.0,30.7,75.07638888888889
SP-00305,FCAST-001217,Northeast,southwest_monsoon,6,1769,2024-06-07,11.7,6.546944444444445,159.861,1002.0,99.9,31.7,74.85833333333333
SP-00305,FCAST-001218,Northeast,summer_storm,5,1379,2023-05-14,16.38,6.949999999999999,120.5,999.7,97.2,33.44,74.89583333333333
SP-00305,FCAST-001219,Northeast,heatwave,3,967,2022-03-28,4.68,2.7566666666666664,44.231,1005.4,63.4,38.2,75.15833333333333
SP-00305,FCAST-001220,Northeast,tropical_cyclone,11,114,2019-11-26,26.33,13.269166666666667,322.712,987.0,100.0,30.7,75.30000000000001
SP-00306,FCAST-001221,Northeast,heatwave,4,2137,2024-04-21,4.68,2.7476388888888885,36.465,1004.7,63.7,38.2,74.81666666666666
SP-00306,FCAST-001222,Northeast,summer_storm,4,1022,2021-04-02,16.38,7.276666666666666,125.346,999.4,98.4,33.35,74.91388888888889
SP-00306,FCAST-001223,Northeast,tropical_cyclone,9,838,2020-09-30,26.33,13.324305555555556,313.232,987.2,100.0,30.7,75.06805555555555
SP-00306,FCAST-001224,Northeast,southwest_monsoon,9,824,2020-09-16,11.7,6.008055555555555,155.379,1001.5,100.0,31.7,75.16527777777777
SP-00307,FCAST-001225,Northeast,heatwave,3,1216,2024-03-01,4.68,2.9068055555555556,41.255,1005.0,62.8,38.2,75.14305555555556
SP-00307,FCAST-001226,Northeast,southwest_monsoon,8,1015,2023-08-13,11.7,6.2825,158.687,1002.1,100.0,31.7,75.43055555555556
SP-00307,FCAST-001227,Northeast,tropical_cyclone,8,1006,2023-08-04,26.33,13.448472222222222,318.15,987.5,100.0,30.7,74.75694444444444
SP-00307,FCAST-001228,Northeast,summer_storm,5,919,2023-05-09,16.38,7.1906944444444445,126.026,999.6,96.1,33.29,74.97777777777777
SP-00308,FCAST-001229,Northeast,southwest_monsoon,7,2118,2024-07-17,11.7,6.328194444444445,153.44,1002.1,99.3,31.7,75.17083333333333
SP-00308,FCAST-001230,Northeast,summer_storm,5,966,2021-05-22,16.38,6.784722222222222,124.327,999.0,96.7,33.4,75.10555555555555
SP-00308,FCAST-001231,Northeast,tropical_cyclone,11,423,2019-11-26,26.33,13.4975,320.275,987.2,100.0,30.7,75.06805555555555
SP-00308,FCAST-001232,Northeast,heatwave,3,1988,2024-03-09,4.68,2.7224999999999997,39.759,1004.5,63.3,38.2,75.10972222222222
SP-00309,FCAST-001233,Northeast,southwest_monsoon,6,34,2018-06-17,11.7,6.374444444444444,162.066,1001.8,100.0,31.7,74.9375
SP-00309,FCAST-001234,Northeast,heatwave,3,1776,2023-03-25,4.68,2.775,41.476,1004.7,62.6,38.2,74.67916666666666
SP-00309,FCAST-001235,Northeast,summer_storm,5,2185,2024-05-07,16.38,7.215972222222222,120.583,999.6,99.3,33.16,75.13194444444444
SP-00309,FCAST-001236,Northeast,tropical_cyclone,8,811,2020-08-02,26.33,13.359305555555556,316.838,987.2,100.0,30.7,74.97083333333333
SP-00310,FCAST-001237,Northeast,southwest_monsoon,8,845,2023-08-04,11.7,6.250694444444445,159.182,1002.0,100.0,31.7,74.90277777777777
SP-00310,FCAST-001238,Northeast,heatwave,4,734,2023-04-15,4.68,2.56375,33.037,1004.9,62.8,38.2,75.42916666666666
SP-00310,FCAST-001239,Northeast,tropical_cyclone,9,877,2023-09-05,26.33,13.180972222222222,315.272,987.0,100.0,30.7,74.37083333333334
SP-00310,FCAST-001240,Northeast,summer_storm,4,1096,2024-04-11,16.38,6.7363888888888885,119.76,999.3,96.9,33.27,75.02083333333333
SP-00311,FCAST-001241,Northeast,southwest_monsoon,7,1166,2024-07-26,11.7,6.1025,154.814,1002.1,100.0,31.7,74.92500000000001
SP-00311,FCAST-001242,Northeast,summer_storm,5,1095,2024-05-16,16.38,6.910694444444444,124.24,999.3,97.0,32.83,75.07222222222222
SP-00311,FCAST-001243,Northeast,tropical_cyclone,9,110,2021-09-04,26.33,13.20875,322.659,986.6,100.0,30.7,75.30138888888888
SP-00311,FCAST-001244,Northeast,heatwave,3,1392,2025-03-09,4.68,2.7934722222222224,38.309,1005.3,62.5,38.2,75.10277777777777
SP-00312,FCAST-001245,Northeast,tropical_cyclone,11,1686,2024-11-18,26.33,13.259861111111112,318.491,986.7,100.0,30.7,74.98333333333333
SP-00312,FCAST-001246,Northeast,heatwave,4,1,2020-04-08,4.68,2.587638888888889,42.423,1004.6,62.8,38.2,75.40138888888889
SP-00312,FCAST-001247,Northeast,summer_storm,5,1512,2024-05-28,16.38,7.171388888888889,122.349,999.6,98.5,32.12,74.60833333333333
SP-00312,FCAST-001248,Northeast,southwest_monsoon,6,1543,2024-06-28,11.7,6.340277777777778,156.839,1001.7,100.0,31.7,75.01666666666667
SP-00313,FCAST-001249,Northeast,southwest_monsoon,9,1264,2024-09-23,11.7,6.370694444444444,161.375,1001.7,100.0,31.7,75.1861111111111
SP-00313,FCAST-001250,Northeast,heatwave,4,730,2023-04-08,4.68,2.5923611111111113,36.577,1004.3,66.1,38.2,74.91805555555555
SP-00313,FCAST-001251,Northeast,summer_storm,4,370,2022-04-13,16.38,6.910972222222222,121.985,999.1,97.2,32.75,74.94166666666666
SP-00313,FCAST-001252,Northeast,tropical_cyclone,10,558,2022-10-18,26.33,13.348888888888888,317.948,987.5,100.0,30.7,75.03472222222223
SP-00314,FCAST-001253,Northeast,heatwave,4,990,2024-04-08,4.68,2.867361111111111,39.913000000000004,1005.1,61.9,38.2,74.94027777777778
SP-00314,FCAST-001254,Northeast,southwest_monsoon,8,744,2023-08-06,11.7,6.454027777777778,154.999,1001.9,100.0,31.7,74.94861111111112
SP-00314,FCAST-001255,Northeast,summer_storm,5,296,2022-05-15,16.38,6.6601388888888895,125.101,999.6,96.8,32.95,75.06805555555555
SP-00314,FCAST-001256,Northeast,tropical_cyclone,11,1199,2024-11-03,26.33,13.291666666666666,317.579,987.2,100.0,30.7,74.66527777777777
SP-00315,FCAST-001257,Northeast,southwest_monsoon,7,1048,2024-07-21,11.7,6.264166666666666,159.207,1002.0,100.0,31.7,74.6625
SP-00315,FCAST-001258,Northeast,tropical_cyclone,11,433,2022-11-14,26.33,13.451527777777777,320.19,987.8,100.0,30.7,75.1875
SP-00315,FCAST-001259,Northeast,heatwave,4,572,2023-04-02,4.68,2.560277777777778,43.842,1004.6,63.8,38.2,75.11944444444445
SP-00315,FCAST-001260,Northeast,summer_storm,4,574,2023-04-04,16.38,7.098055555555556,117.379,999.6,96.2,33.36,74.81527777777778
SP-00316,FCAST-001261,Northeast,tropical_cyclone,11,77,2019-11-08,26.33,13.497916666666667,318.172,987.0,100.0,30.7,75.40972222222223
SP-00316,FCAST-001262,Northeast,southwest_monsoon,7,1063,2022-07-21,11.7,6.0945833333333335,159.306,1001.4,98.6,31.7,75.14027777777778
SP-00316,FCAST-001263,Northeast,heatwave,4,1346,2023-04-30,4.68,2.608888888888889,47.988,1004.6,63.4,38.2,75.51527777777778
SP-00316,FCAST-001264,Northeast,summer_storm,5,1347,2023-05-01,16.38,7.087361111111111,124.599,999.1,96.7,33.33,75.05972222222222
SP-00317,FCAST-001265,Northeast,southwest_monsoon,9,768,2021-09-10,11.7,6.412916666666666,157.147,1001.8,98.5,31.7,75.0638888888889
SP-00317,FCAST-001266,Northeast,summer_storm,5,1756,2024-05-25,16.38,7.012777777777778,122.251,999.0,100.0,33.69,74.98333333333333
SP-00317,FCAST-001267,Northeast,heatwave,3,233,2020-03-24,4.68,2.7670833333333333,39.28,1004.7,65.8,38.2,74.99583333333334
SP-00317,FCAST-001268,Northeast,tropical_cyclone,10,1519,2023-10-01,26.33,13.45861111111111,317.881,987.1,100.0,30.7,74.9125
SP-00318,FCAST-001269,Northeast,southwest_monsoon,6,1001,2022-06-12,11.7,6.092638888888889,164.75,1001.1,100.0,31.7,75.06666666666666
SP-00318,FCAST-001270,Northeast,heatwave,3,911,2022-03-14,4.68,2.7318055555555554,36.776,1005.0,65.3,38.2,74.74583333333334
SP-00318,FCAST-001271,Northeast,tropical_cyclone,10,774,2021-10-28,26.33,13.300694444444444,320.01,987.7,100.0,30.7,75.10833333333333
SP-00318,FCAST-001272,Northeast,summer_storm,5,229,2020-05-01,16.38,7.013055555555556,119.124,998.8,96.9,33.01,75.0611111111111
SP-00319,FCAST-001273,Northeast,southwest_monsoon,7,638,2021-07-08,11.7,6.320694444444444,159.60399999999998,1001.6,98.7,31.7,75.04444444444444
SP-00319,FCAST-001274,Northeast,heatwave,4,1278,2023-04-09,4.68,2.4519444444444445,44.28,1004.6,62.4,38.2,74.74722222222222
SP-00319,FCAST-001275,Northeast,summer_storm,4,551,2021-04-12,16.38,7.004166666666666,124.397,998.7,98.2,33.36,74.92916666666666
SP-00319,FCAST-001276,Northeast,tropical_cyclone,11,1864,2024-11-15,26.33,13.35736111111111,313.641,987.3,100.0,30.7,75.14305555555556
SP-00320,FCAST-001277,Northeast,southwest_monsoon,7,619,2023-07-15,11.7,6.443888888888889,161.226,1001.9,99.7,31.7,75.00416666666666
SP-00320,FCAST-001278,Northeast,tropical_cyclone,8,1003,2024-08-02,26.33,13.621944444444445,319.754,987.8,100.0,30.7,75.14166666666667
SP-00320,FCAST-001279,Northeast,summer_storm,5,913,2024-05-04,16.38,7.010416666666667,120.782,999.5,97.5,33.48,74.92500000000001
SP-00320,FCAST-001280,Northeast,heatwave,3,852,2024-03-04,4.68,2.774861111111111,37.592,1005.2,62.0,38.2,75.09166666666667
SP-00321,FCAST-001281,Northeast,heatwave,4,1639,2023-04-27,4.68,2.6318055555555553,43.858000000000004,1004.9,64.4,38.2,74.85833333333333
SP-00321,FCAST-001282,Northeast,southwest_monsoon,6,585,2020-06-07,11.7,6.310138888888889,158.888,1001.6,100.0,31.7,75.1
SP-00321,FCAST-001283,Northeast,summer_storm,4,530,2020-04-13,16.38,6.570694444444444,125.286,998.2,97.5,33.51,75.18472222222222
SP-00321,FCAST-001284,Northeast,tropical_cyclone,9,1415,2022-09-15,26.33,13.490555555555556,320.366,987.3,100.0,30.7,74.9
SP-00322,FCAST-001285,Northeast,summer_storm,4,1064,2023-04-29,16.38,6.99625,122.418,999.8,98.1,33.17,75.01111111111112
SP-00322,FCAST-001286,Northeast,southwest_monsoon,8,1176,2023-08-19,11.7,6.437222222222222,155.944,1002.2,100.0,31.7,74.95416666666667
SP-00322,FCAST-001287,Northeast,heatwave,3,1756,2025-03-21,4.68,2.67625,43.996,1004.1,63.0,38.2,75.17777777777778
SP-00322,FCAST-001288,Northeast,tropical_cyclone,11,1262,2023-11-13,26.33,13.264861111111111,315.118,985.8,100.0,30.7,75.05833333333334
SP-00323,FCAST-001289,Northeast,summer_storm,5,442,2021-05-20,16.38,7.030694444444444,127.286,999.4,97.7,33.02,75.52777777777777
SP-00323,FCAST-001290,Northeast,southwest_monsoon,7,878,2022-07-30,11.7,6.506805555555555,157.048,1001.5,100.0,31.7,75.29444444444444
SP-00323,FCAST-001291,Northeast,heatwave,3,1104,2023-03-13,4.68,2.6113888888888885,43.681,1005.0,62.1,38.2,74.95972222222223
SP-00323,FCAST-001292,Northeast,tropical_cyclone,9,1646,2024-09-05,26.33,13.214027777777778,318.142,987.1,100.0,30.7,74.79305555555555
SP-00324,FCAST-001293,Northeast,summer_storm,5,1857,2024-05-12,16.38,6.9406944444444445,127.37,998.8,97.5,33.13,75.07083333333334
SP-00324,FCAST-001294,Northeast,southwest_monsoon,6,72,2019-06-23,11.7,6.157777777777778,158.958,1002.0,100.0,31.7,75.03194444444445
SP-00324,FCAST-001295,Northeast,heatwave,4,1105,2022-04-21,4.68,2.7513888888888887,40.927,1004.9,64.8,38.2,75.28194444444445
SP-00324,FCAST-001296,Northeast,tropical_cyclone,11,571,2020-11-03,26.33,13.192916666666667,319.285,987.7,100.0,30.7,75.02916666666667
SP-00325,FCAST-001297,Northeast,heatwave,3,1368,2025-03-16,4.68,2.7055555555555553,35.742,1004.8,62.2,38.2,75.125
SP-00325,FCAST-001298,Northeast,southwest_monsoon,7,379,2022-07-01,11.7,6.448055555555555,160.168,1002.1,100.0,31.7,75.01666666666667
SP-00325,FCAST-001299,Northeast,summer_storm,5,699,2023-05-17,16.38,6.653333333333333,118.152,999.7,97.1,33.38,74.70694444444445
SP-00325,FCAST-001300,Northeast,tropical_cyclone,8,1143,2024-08-03,26.33,13.2975,319.216,987.1,100.0,30.7,74.98472222222222
SP-00326,FCAST-001301,Northeast,summer_storm,4,1898,2023-04-12,16.38,7.032638888888889,121.18299999999999,999.4,98.1,33.31,74.81666666666666
SP-00326,FCAST-001302,Northeast,southwest_monsoon,8,924,2020-08-11,11.7,6.429166666666666,152.889,1001.3,100.0,31.7,74.96111111111111
SP-00326,FCAST-001303,Northeast,heatwave,4,453,2019-04-28,4.68,2.5718055555555552,42.311,1005.0,62.5,38.2,75.30416666666666
SP-00326,FCAST-001304,Northeast,tropical_cyclone,8,1291,2021-08-13,26.33,13.600555555555555,318.969,987.2,100.0,30.7,75.06527777777778
SP-00327,FCAST-001305,Northeast,heatwave,4,1300,2024-04-22,4.68,2.47125,38.189,1004.9,66.6,38.2,75.3763888888889
SP-00327,FCAST-001306,Northeast,southwest_monsoon,7,1013,2023-07-10,11.7,6.25875,155.986,1001.5,100.0,31.7,74.71666666666667
SP-00327,FCAST-001307,Northeast,tropical_cyclone,9,1081,2023-09-16,26.33,13.32125,326.684,987.4,100.0,30.7,74.73888888888888
SP-00327,FCAST-001308,Northeast,summer_storm,5,950,2023-05-08,16.38,6.846388888888889,131.087,998.6,96.7,32.53,75.0875
SP-00328,FCAST-001309,Northeast,summer_storm,5,1328,2023-05-19,16.38,7.310416666666667,126.1,999.4,99.9,33.86,75.00555555555555
SP-00328,FCAST-001310,Northeast,tropical_cyclone,8,1065,2022-08-29,26.33,13.581805555555555,326.601,987.4,100.0,30.7,74.98055555555555
SP-00328,FCAST-001311,Northeast,heatwave,3,898,2022-03-15,4.68,2.6943055555555553,41.215,1004.4,68.8,38.2,74.69861111111112
SP-00328,FCAST-001312,Northeast,southwest_monsoon,9,1810,2024-09-12,11.7,6.375277777777778,156.157,1002.3,99.1,31.7,74.85972222222222
SP-00329,FCAST-001313,Northeast,summer_storm,5,640,2021-05-27,16.38,6.866666666666666,127.921,998.7,97.6,34.7,75.11527777777778
SP-00329,FCAST-001314,Northeast,tropical_cyclone,11,80,2019-11-14,26.33,13.562083333333334,317.431,987.4,100.0,30.7,75.38888888888889
SP-00329,FCAST-001315,Northeast,heatwave,3,190,2020-03-03,4.68,2.648611111111111,38.618,1004.5,64.4,38.2,74.64722222222223
SP-00329,FCAST-001316,Northeast,southwest_monsoon,8,1094,2022-08-24,11.7,6.245,158.314,1001.4,98.7,31.7,74.96805555555555
SP-00330,FCAST-001317,Northeast,tropical_cyclone,11,409,2020-11-30,26.33,13.594583333333333,314.958,987.1,100.0,30.7,74.39305555555556
SP-00330,FCAST-001318,Northeast,heatwave,4,1280,2023-04-20,4.68,2.7112499999999997,34.186,1004.8,66.3,38.2,74.90833333333333
SP-00330,FCAST-001319,Northeast,summer_storm,5,1677,2024-05-21,16.38,6.809583333333333,121.557,999.5,97.5,33.21,75.57083333333334
SP-00330,FCAST-001320,Northeast,southwest_monsoon,6,229,2020-06-03,11.7,6.235555555555555,160.644,1001.5,99.9,31.7,75.12777777777778
SP-00331,FCAST-001321,Northeast,summer_storm,4,1188,2022-04-30,16.38,6.689583333333333,126.117,999.7,99.7,33.68,74.83611111111111
SP-00331,FCAST-001322,Northeast,southwest_monsoon,6,1249,2022-06-30,11.7,6.150833333333334,159.624,1001.4,99.0,31.7,74.83472222222223
SP-00331,FCAST-001323,Northeast,heatwave,3,400,2020-03-03,4.68,2.682083333333333,42.335,1004.8,61.7,38.2,74.89861111111111
SP-00331,FCAST-001324,Northeast,tropical_cyclone,8,920,2021-08-05,26.33,13.270416666666668,314.902,987.7,100.0,30.7,74.9986111111111
SP-00332,FCAST-001325,Northeast,tropical_cyclone,11,665,2021-11-24,26.33,13.382083333333334,317.877,986.4,100.0,30.7,74.73888888888888
SP-00332,FCAST-001326,Northeast,southwest_monsoon,9,594,2021-09-14,11.7,6.04875,151.798,1001.8,98.5,31.7,74.90555555555555
SP-00332,FCAST-001327,Northeast,heatwave,4,1529,2024-04-06,4.68,2.6091666666666664,40.067,1005.0,65.0,38.2,75.2875
SP-00332,FCAST-001328,Northeast,summer_storm,4,84,2020-04-22,16.38,7.036388888888889,121.786,999.0,97.5,33.3,75.15138888888889
SP-00333,FCAST-001329,Northeast,southwest_monsoon,7,1579,2024-07-12,11.7,6.583888888888889,151.567,1001.9,97.9,31.7,74.69583333333334
SP-00333,FCAST-001330,Northeast,heatwave,3,365,2021-03-16,4.68,2.5234722222222223,44.074,1005.3,70.5,38.2,74.97361111111111
SP-00333,FCAST-001331,Northeast,summer_storm,5,440,2021-05-30,16.38,6.939861111111111,122.68,999.3,98.2,33.53,75.18194444444445
SP-00333,FCAST-001332,Northeast,tropical_cyclone,10,1677,2024-10-18,26.33,13.280277777777776,316.116,986.9,100.0,30.7,75.17916666666666
SP-00334,FCAST-001333,Northeast,summer_storm,4,635,2023-04-15,16.38,6.725972222222222,118.487,999.3,98.5,32.98,75.09861111111111
SP-00334,FCAST-001334,Northeast,heatwave,3,1341,2025-03-21,4.68,2.70625,43.678,1003.9,62.5,38.2,75.00555555555555
SP-00334,FCAST-001335,Northeast,southwest_monsoon,8,1120,2024-08-12,11.7,5.989722222222222,156.084,1001.8,100.0,31.7,74.37083333333334
SP-00334,FCAST-001336,Northeast,tropical_cyclone,11,843,2023-11-09,26.33,13.772777777777778,313.633,987.4,100.0,30.7,74.92916666666666
SP-00335,FCAST-001337,Northeast,tropical_cyclone,11,1057,2024-11-05,26.33,13.535833333333334,318.861,987.2,100.0,30.7,74.5375
SP-00335,FCAST-001338,Northeast,southwest_monsoon,8,246,2022-08-17,11.7,6.043749999999999,156.769,1001.4,100.0,31.7,75.00833333333334
SP-00335,FCAST-001339,Northeast,summer_storm,5,533,2023-05-31,16.38,6.960416666666666,117.242,999.0,96.8,33.9,75.15138888888889
SP-00335,FCAST-001340,Northeast,heatwave,4,858,2024-04-20,4.68,2.7091666666666665,44.822,1005.0,63.0,38.2,75.01111111111112
SP-00336,FCAST-001341,Northeast,southwest_monsoon,6,1785,2024-06-28,11.7,6.304444444444445,158.359,1001.6,100.0,31.7,74.85555555555555
SP-00336,FCAST-001342,Northeast,tropical_cyclone,11,817,2021-11-03,26.33,13.401527777777778,321.278,987.6,100.0,30.7,75.01805555555556
SP-00336,FCAST-001343,Northeast,heatwave,3,600,2021-03-31,4.68,2.8065277777777777,42.57,1005.0,62.3,38.2,74.83055555555556
SP-00336,FCAST-001344,Northeast,summer_storm,4,972,2022-04-07,16.38,6.89638888888889,121.893,999.3,97.6,33.5,74.76111111111112
SP-00337,FCAST-001345,Northeast,tropical_cyclone,9,767,2021-09-11,26.33,13.657222222222224,315.625,986.9,100.0,30.7,74.61944444444445
SP-00337,FCAST-001346,Northeast,southwest_monsoon,9,421,2020-09-30,11.7,6.591666666666666,163.118,1002.0,100.0,31.7,74.90416666666667
SP-00337,FCAST-001347,Northeast,summer_storm,4,613,2021-04-10,16.38,6.753472222222222,129.149,999.6,98.0,32.79,75.16527777777777
SP-00337,FCAST-001348,Northeast,heatwave,3,220,2020-03-13,4.68,2.6551388888888887,44.376,1004.9,62.5,38.2,75.05000000000001
SP-00338,FCAST-001349,Northeast,tropical_cyclone,11,1461,2023-11-23,26.33,13.425277777777778,320.225,987.0,100.0,30.7,74.96944444444445
SP-00338,FCAST-001350,Northeast,southwest_monsoon,9,667,2021-09-20,11.7,6.332222222222223,155.708,1002.1,99.4,31.7,75.70555555555556
SP-00338,FCAST-001351,Northeast,heatwave,3,120,2020-03-22,4.68,2.770555555555555,43.016,1004.9,65.4,38.2,75.20972222222223
SP-00338,FCAST-001352,Northeast,summer_storm,5,183,2020-05-24,16.38,7.056111111111111,122.068,999.5,95.3,32.79,75.28333333333333
SP-00339,FCAST-001353,Northeast,heatwave,3,493,2023-03-09,4.68,2.7852777777777775,38.874,1005.2,66.5,38.2,75.00972222222222
SP-00339,FCAST-001354,Northeast,summer_storm,4,883,2024-04-02,16.38,6.853194444444444,130.44,999.2,96.4,32.87,75.23055555555555
SP-00339,FCAST-001355,Northeast,tropical_cyclone,11,732,2023-11-03,26.33,13.145694444444445,321.742,986.9,100.0,30.7,74.94027777777778
SP-00339,FCAST-001356,Northeast,southwest_monsoon,8,279,2022-08-07,11.7,6.326944444444445,161.408,1002.3,98.1,31.7,74.98750000000001
SP-00340,FCAST-001357,Northeast,tropical_cyclone,10,1215,2024-10-03,26.33,13.520000000000001,315.866,986.7,100.0,30.7,75.06805555555555
SP-00340,FCAST-001358,Northeast,summer_storm,5,359,2022-05-31,16.38,6.895138888888889,127.289,999.2,97.5,34.16,75.04722222222222
SP-00340,FCAST-001359,Northeast,southwest_monsoon,9,824,2023-09-08,11.7,6.349722222222223,159.593,1001.7,100.0,31.7,74.86250000000001
SP-00340,FCAST-001360,Northeast,heatwave,3,284,2022-03-17,4.68,2.6877777777777774,40.648,1004.8,62.5,38.2,74.975
SP-00341,FCAST-001361,Northeast,heatwave,3,948,2022-03-02,4.68,2.482361111111111,40.951,1004.9,64.7,38.2,74.96111111111111
SP-00341,FCAST-001362,Northeast,southwest_monsoon,8,1479,2023-08-15,11.7,6.213055555555555,163.743,1001.2,100.0,31.7,74.78333333333333
SP-00341,FCAST-001363,Northeast,summer_storm,4,983,2022-04-06,16.38,6.867916666666667,127.569,999.3,98.2,34.09,75.08333333333333
SP-00341,FCAST-001364,Northeast,tropical_cyclone,10,452,2020-10-22,26.33,13.419305555555557,316.144,986.9,100.0,30.7,74.90277777777777
SP-00342,FCAST-001365,Northeast,heatwave,4,890,2022-04-16,4.68,2.6956944444444444,38.338,1005.2,68.3,38.2,75.27777777777777
SP-00342,FCAST-001366,Northeast,tropical_cyclone,8,292,2020-08-26,26.33,13.161388888888888,321.805,987.6,100.0,30.7,75.32916666666667
SP-00342,FCAST-001367,Northeast,summer_storm,4,166,2020-04-22,16.38,6.532222222222222,125.678,999.0,95.3,33.17,74.94583333333334
SP-00342,FCAST-001368,Northeast,southwest_monsoon,8,1369,2023-08-08,11.7,6.214305555555556,160.1,1001.9,99.1,31.7,74.96666666666667
SP-00343,FCAST-001369,Northeast,summer_storm,4,531,2023-04-23,16.38,7.099861111111111,119.491,999.6,98.2,33.02,74.66111111111111
