span_id,line_id,tower_id,voltage_kv,region,component,installation_date,maintenance_period_days,HI_score_last,HI_class_last,HI_trend_per_year,lightning_strikes_1km_annual,lightning_strikes_5km_annual,max_peak_current_kA,lightning_flash_density,lightning_caused_trip,avg_rainfall_mm_year,max_wind_speed_ms,avg_wind_speed_ms,avg_humidity_pct,avg_temperature_c,max_temperature_c,temp_fluctuation_c,pm25_annual_avg,pm25_exceedance_days,coastal_proximity,pollution_severity,row_width_m,encroachment_events_total,encroachment_severity,vegetation_encroachment,last_vegetation_cut_days,total_outage_events,fault_type_most_common,transient_faults,permanent_faults,mttr_hours,event_id,event_type,forecast_month,age_at_forecast_days,forecast_date,forecast_wind_max,forecast_wind_avg,forecast_rain_total,forecast_pressure_min,forecast_humidity_max,forecast_temp_max,forecast_confidence_avg,age_at_forecast_years,fault_to_failure_flag
SP-00458,LINE-N1,38,500,North,Damper,2021-05-29,1402,3.66,HI3,0.9529,12.6,56.5,66.3,18.24,2,1766.4,35.2,4.3,72.8,30.1,36.7,12.3,72.0,82,inland,b,40,0,none,0,576,2,wind,1,1,35.0,FCAST-001831,tropical_cyclone,11,909,2023-11-24,30.38,15.459305555555554,261.301,984.4,100.0,28.6,74.84305555555555,2.4904109589041097,0
SP-00458,LINE-N1,38,500,North,Spacer,2021-05-29,365,5.0,HI5,5.0,12.6,56.5,66.3,18.24,3,1766.4,35.2,4.3,72.8,30.1,36.7,12.3,72.0,82,inland,b,40,0,none,0,576,1,wind,0,1,31.8,FCAST-001831,tropical_cyclone,11,909,2023-11-24,30.38,15.459305555555554,261.301,984.4,100.0,28.6,74.84305555555555,2.4904109589041097,1
SP-00458,LINE-N1,38,500,North,Insulator,2021-05-29,1402,4.63,HI4,1.2054,12.6,56.5,66.3,18.24,3,1766.4,35.2,4.3,72.8,30.1,36.7,12.3,72.0,82,inland,b,40,0,none,0,576,0,vegetation,0,0,16.2,FCAST-001831,tropical_cyclone,11,909,2023-11-24,30.38,15.459305555555554,261.301,984.4,100.0,28.6,74.84305555555555,2.4904109589041097,0
SP-00458,LINE-N1,38,500,North,Fittings,2021-05-29,1402,2.93,HI2,0.7628,12.6,56.5,66.3,18.24,0,1766.4,35.2,4.3,72.8,30.1,36.7,12.3,72.0,82,inland,b,40,0,none,0,576,2,equipment_failure,1,1,2.9,FCAST-001831,tropical_cyclone,11,909,2023-11-24,30.38,15.459305555555554,261.301,984.4,100.0,28.6,74.84305555555555,2.4904109589041097,1
SP-00458,LINE-N1,38,500,North,Arrester,2021-05-29,1402,4.73,HI4,1.2314,12.6,56.5,66.3,18.24,3,1766.4,35.2,4.3,72.8,30.1,36.7,12.3,72.0,82,inland,b,40,0,none,0,576,0,equipment_failure,0,0,15.4,FCAST-001831,tropical_cyclone,11,909,2023-11-24,30.38,15.459305555555554,261.301,984.4,100.0,28.6,74.84305555555555,2.4904109589041097,0
SP-00459,LINE-N1,39,500,North,Conductor,2019-12-05,1943,2.48,HI2,0.4659,5.8,21.2,63.7,21.74,1,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,3,lightning,2,1,9.2,FCAST-001833,southwest_monsoon,8,249,2020-08-10,13.5,7.146527777777777,187.622,998.7,100.0,29.6,75.16527777777777,0.6821917808219178,0
SP-00459,LINE-N1,39,500,North,Conductor,2019-12-05,1943,2.48,HI2,0.4659,5.8,21.2,63.7,21.74,1,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,3,lightning,2,1,9.2,FCAST-001834,summer_storm,4,867,2022-04-20,18.9,7.915138888888888,132.726,996.6,97.6,31.02,74.90138888888889,2.375342465753425,0
SP-00459,LINE-N1,39,500,North,Conductor,2019-12-05,1943,2.48,HI2,0.4659,5.8,21.2,63.7,21.74,1,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,3,lightning,2,1,9.2,FCAST-001835,tropical_cyclone,10,675,2021-10-10,30.38,15.485972222222223,258.949,983.8,100.0,28.6,74.73888888888888,1.8493150684931507,0
SP-00459,LINE-N1,39,500,North,Conductor,2019-12-05,1943,2.48,HI2,0.4659,5.8,21.2,63.7,21.74,1,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,3,lightning,2,1,9.2,FCAST-001836,heatwave,4,1216,2023-04-04,5.4,3.198472222222222,50.516,1001.6,62.0,36.1,75.02777777777777,3.331506849315069,0
SP-00459,LINE-N1,39,500,North,Damper,2019-12-05,1943,5.0,HI5,0.9393,5.8,21.2,63.7,21.74,3,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,4,equipment_failure,2,2,3.2,FCAST-001833,southwest_monsoon,8,249,2020-08-10,13.5,7.146527777777777,187.622,998.7,100.0,29.6,75.16527777777777,0.6821917808219178,0
SP-00459,LINE-N1,39,500,North,Damper,2019-12-05,1943,5.0,HI5,0.9393,5.8,21.2,63.7,21.74,3,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,4,equipment_failure,2,2,3.2,FCAST-001834,summer_storm,4,867,2022-04-20,18.9,7.915138888888888,132.726,996.6,97.6,31.02,74.90138888888889,2.375342465753425,0
SP-00459,LINE-N1,39,500,North,Damper,2019-12-05,1943,5.0,HI5,0.9393,5.8,21.2,63.7,21.74,3,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,4,equipment_failure,2,2,3.2,FCAST-001835,tropical_cyclone,10,675,2021-10-10,30.38,15.485972222222223,258.949,983.8,100.0,28.6,74.73888888888888,1.8493150684931507,1
SP-00459,LINE-N1,39,500,North,Damper,2019-12-05,1943,5.0,HI5,0.9393,5.8,21.2,63.7,21.74,3,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,4,equipment_failure,2,2,3.2,FCAST-001836,heatwave,4,1216,2023-04-04,5.4,3.198472222222222,50.516,1001.6,62.0,36.1,75.02777777777777,3.331506849315069,0
SP-00459,LINE-N1,39,500,North,Spacer,2019-12-05,1943,2.49,HI2,0.4678,5.8,21.2,63.7,21.74,2,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,2,equipment_failure,1,1,17.8,FCAST-001833,southwest_monsoon,8,249,2020-08-10,13.5,7.146527777777777,187.622,998.7,100.0,29.6,75.16527777777777,0.6821917808219178,0
SP-00459,LINE-N1,39,500,North,Spacer,2019-12-05,1943,2.49,HI2,0.4678,5.8,21.2,63.7,21.74,2,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,2,equipment_failure,1,1,17.8,FCAST-001834,summer_storm,4,867,2022-04-20,18.9,7.915138888888888,132.726,996.6,97.6,31.02,74.90138888888889,2.375342465753425,0
SP-00459,LINE-N1,39,500,North,Spacer,2019-12-05,1943,2.49,HI2,0.4678,5.8,21.2,63.7,21.74,2,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,2,equipment_failure,1,1,17.8,FCAST-001835,tropical_cyclone,10,675,2021-10-10,30.38,15.485972222222223,258.949,983.8,100.0,28.6,74.73888888888888,1.8493150684931507,0
SP-00459,LINE-N1,39,500,North,Spacer,2019-12-05,1943,2.49,HI2,0.4678,5.8,21.2,63.7,21.74,2,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,2,equipment_failure,1,1,17.8,FCAST-001836,heatwave,4,1216,2023-04-04,5.4,3.198472222222222,50.516,1001.6,62.0,36.1,75.02777777777777,3.331506849315069,0
SP-00459,LINE-N1,39,500,North,Insulator,2019-12-05,1943,3.48,HI3,0.6537,5.8,21.2,63.7,21.74,2,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,1,vegetation,0,1,10.4,FCAST-001833,southwest_monsoon,8,249,2020-08-10,13.5,7.146527777777777,187.622,998.7,100.0,29.6,75.16527777777777,0.6821917808219178,1
SP-00459,LINE-N1,39,500,North,Insulator,2019-12-05,1943,3.48,HI3,0.6537,5.8,21.2,63.7,21.74,2,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,1,vegetation,0,1,10.4,FCAST-001834,summer_storm,4,867,2022-04-20,18.9,7.915138888888888,132.726,996.6,97.6,31.02,74.90138888888889,2.375342465753425,0
SP-00459,LINE-N1,39,500,North,Insulator,2019-12-05,1943,3.48,HI3,0.6537,5.8,21.2,63.7,21.74,2,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,1,vegetation,0,1,10.4,FCAST-001835,tropical_cyclone,10,675,2021-10-10,30.38,15.485972222222223,258.949,983.8,100.0,28.6,74.73888888888888,1.8493150684931507,0
SP-00459,LINE-N1,39,500,North,Insulator,2019-12-05,1943,3.48,HI3,0.6537,5.8,21.2,63.7,21.74,2,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,1,vegetation,0,1,10.4,FCAST-001836,heatwave,4,1216,2023-04-04,5.4,3.198472222222222,50.516,1001.6,62.0,36.1,75.02777777777777,3.331506849315069,0
SP-00459,LINE-N1,39,500,North,Fittings,2019-12-05,1943,2.5,HI2,0.4696,5.8,21.2,63.7,21.74,1,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,0,unknown,0,0,29.0,FCAST-001833,southwest_monsoon,8,249,2020-08-10,13.5,7.146527777777777,187.622,998.7,100.0,29.6,75.16527777777777,0.6821917808219178,0
SP-00459,LINE-N1,39,500,North,Fittings,2019-12-05,1943,2.5,HI2,0.4696,5.8,21.2,63.7,21.74,1,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,0,unknown,0,0,29.0,FCAST-001834,summer_storm,4,867,2022-04-20,18.9,7.915138888888888,132.726,996.6,97.6,31.02,74.90138888888889,2.375342465753425,0
SP-00459,LINE-N1,39,500,North,Fittings,2019-12-05,1943,2.5,HI2,0.4696,5.8,21.2,63.7,21.74,1,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,0,unknown,0,0,29.0,FCAST-001835,tropical_cyclone,10,675,2021-10-10,30.38,15.485972222222223,258.949,983.8,100.0,28.6,74.73888888888888,1.8493150684931507,0
SP-00459,LINE-N1,39,500,North,Fittings,2019-12-05,1943,2.5,HI2,0.4696,5.8,21.2,63.7,21.74,1,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,0,unknown,0,0,29.0,FCAST-001836,heatwave,4,1216,2023-04-04,5.4,3.198472222222222,50.516,1001.6,62.0,36.1,75.02777777777777,3.331506849315069,0
SP-00459,LINE-N1,39,500,North,Arrester,2019-12-05,1722,5.0,HI5,1.0598,5.8,21.2,63.7,21.74,3,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,2,overload,1,1,37.4,FCAST-001833,southwest_monsoon,8,249,2020-08-10,13.5,7.146527777777777,187.622,998.7,100.0,29.6,75.16527777777777,0.6821917808219178,0
SP-00459,LINE-N1,39,500,North,Arrester,2019-12-05,1722,5.0,HI5,1.0598,5.8,21.2,63.7,21.74,3,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,2,overload,1,1,37.4,FCAST-001834,summer_storm,4,867,2022-04-20,18.9,7.915138888888888,132.726,996.6,97.6,31.02,74.90138888888889,2.375342465753425,0
SP-00459,LINE-N1,39,500,North,Arrester,2019-12-05,1722,5.0,HI5,1.0598,5.8,21.2,63.7,21.74,3,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,2,overload,1,1,37.4,FCAST-001835,tropical_cyclone,10,675,2021-10-10,30.38,15.485972222222223,258.949,983.8,100.0,28.6,74.73888888888888,1.8493150684931507,0
SP-00459,LINE-N1,39,500,North,Arrester,2019-12-05,1722,5.0,HI5,1.0598,5.8,21.2,63.7,21.74,3,1677.7,23.2,5.1,75.5,29.5,37.3,17.2,33.8,0,inland,b,25,5,moderate,1,264,2,overload,1,1,37.4,FCAST-001836,heatwave,4,1216,2023-04-04,5.4,3.198472222222222,50.516,1001.6,62.0,36.1,75.02777777777777,3.331506849315069,0
SP-00460,LINE-N1,40,500,North,Conductor,2021-08-09,1330,1.87,HI1,0.5132,13.0,64.0,57.8,23.66,2,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,0,vegetation,0,0,2.4,FCAST-001838,heatwave,4,253,2022-04-19,5.4,3.096111111111111,39.358,1002.2,64.7,36.1,75.16944444444444,0.6931506849315069,0
SP-00460,LINE-N1,40,500,North,Conductor,2021-08-09,1330,1.87,HI1,0.5132,13.0,64.0,57.8,23.66,2,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,0,vegetation,0,0,2.4,FCAST-001839,tropical_cyclone,10,81,2021-10-29,30.38,15.534583333333334,255.689,984.6,100.0,28.6,75.49583333333334,0.2219178082191781,0
SP-00460,LINE-N1,40,500,North,Conductor,2021-08-09,1330,1.87,HI1,0.5132,13.0,64.0,57.8,23.66,2,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,0,vegetation,0,0,2.4,FCAST-001840,summer_storm,4,253,2022-04-19,18.9,7.857361111111112,133.862,995.8,97.6,31.29,75.07222222222222,0.6931506849315069,0
SP-00460,LINE-N1,40,500,North,Damper,2021-08-09,1330,3.04,HI3,0.8343,13.0,64.0,57.8,23.66,2,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,0,wind,0,0,27.5,FCAST-001838,heatwave,4,253,2022-04-19,5.4,3.096111111111111,39.358,1002.2,64.7,36.1,75.16944444444444,0.6931506849315069,1
SP-00460,LINE-N1,40,500,North,Damper,2021-08-09,1330,3.04,HI3,0.8343,13.0,64.0,57.8,23.66,2,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,0,wind,0,0,27.5,FCAST-001839,tropical_cyclone,10,81,2021-10-29,30.38,15.534583333333334,255.689,984.6,100.0,28.6,75.49583333333334,0.2219178082191781,0
SP-00460,LINE-N1,40,500,North,Damper,2021-08-09,1330,3.04,HI3,0.8343,13.0,64.0,57.8,23.66,2,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,0,wind,0,0,27.5,FCAST-001840,summer_storm,4,253,2022-04-19,18.9,7.857361111111112,133.862,995.8,97.6,31.29,75.07222222222222,0.6931506849315069,0
SP-00460,LINE-N1,40,500,North,Spacer,2021-08-09,1330,3.1,HI3,0.8508,13.0,64.0,57.8,23.66,4,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,1,equipment_failure,0,1,9.8,FCAST-001838,heatwave,4,253,2022-04-19,5.4,3.096111111111111,39.358,1002.2,64.7,36.1,75.16944444444444,0.6931506849315069,0
SP-00460,LINE-N1,40,500,North,Spacer,2021-08-09,1330,3.1,HI3,0.8508,13.0,64.0,57.8,23.66,4,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,1,equipment_failure,0,1,9.8,FCAST-001839,tropical_cyclone,10,81,2021-10-29,30.38,15.534583333333334,255.689,984.6,100.0,28.6,75.49583333333334,0.2219178082191781,1
SP-00460,LINE-N1,40,500,North,Spacer,2021-08-09,1330,3.1,HI3,0.8508,13.0,64.0,57.8,23.66,4,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,1,equipment_failure,0,1,9.8,FCAST-001840,summer_storm,4,253,2022-04-19,18.9,7.857361111111112,133.862,995.8,97.6,31.29,75.07222222222222,0.6931506849315069,0
SP-00460,LINE-N1,40,500,North,Insulator,2021-08-09,1330,5.0,HI5,1.3722,13.0,64.0,57.8,23.66,4,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,1,wind,0,1,4.4,FCAST-001838,heatwave,4,253,2022-04-19,5.4,3.096111111111111,39.358,1002.2,64.7,36.1,75.16944444444444,0.6931506849315069,1
SP-00460,LINE-N1,40,500,North,Insulator,2021-08-09,1330,5.0,HI5,1.3722,13.0,64.0,57.8,23.66,4,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,1,wind,0,1,4.4,FCAST-001839,tropical_cyclone,10,81,2021-10-29,30.38,15.534583333333334,255.689,984.6,100.0,28.6,75.49583333333334,0.2219178082191781,1
SP-00460,LINE-N1,40,500,North,Insulator,2021-08-09,1330,5.0,HI5,1.3722,13.0,64.0,57.8,23.66,4,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,1,wind,0,1,4.4,FCAST-001840,summer_storm,4,253,2022-04-19,18.9,7.857361111111112,133.862,995.8,97.6,31.29,75.07222222222222,0.6931506849315069,1
SP-00460,LINE-N1,40,500,North,Fittings,2021-08-09,1330,1.7,HI1,0.4665,13.0,64.0,57.8,23.66,2,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,0,unknown,0,0,18.7,FCAST-001838,heatwave,4,253,2022-04-19,5.4,3.096111111111111,39.358,1002.2,64.7,36.1,75.16944444444444,0.6931506849315069,0
SP-00460,LINE-N1,40,500,North,Fittings,2021-08-09,1330,1.7,HI1,0.4665,13.0,64.0,57.8,23.66,2,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,0,unknown,0,0,18.7,FCAST-001839,tropical_cyclone,10,81,2021-10-29,30.38,15.534583333333334,255.689,984.6,100.0,28.6,75.49583333333334,0.2219178082191781,0
SP-00460,LINE-N1,40,500,North,Fittings,2021-08-09,1330,1.7,HI1,0.4665,13.0,64.0,57.8,23.66,2,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,0,unknown,0,0,18.7,FCAST-001840,summer_storm,4,253,2022-04-19,18.9,7.857361111111112,133.862,995.8,97.6,31.29,75.07222222222222,0.6931506849315069,0
SP-00460,LINE-N1,40,500,North,Arrester,2021-08-09,1330,5.0,HI5,1.3722,13.0,64.0,57.8,23.66,2,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,0,wind,0,0,67.4,FCAST-001838,heatwave,4,253,2022-04-19,5.4,3.096111111111111,39.358,1002.2,64.7,36.1,75.16944444444444,0.6931506849315069,0
SP-00460,LINE-N1,40,500,North,Arrester,2021-08-09,1330,5.0,HI5,1.3722,13.0,64.0,57.8,23.66,2,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,0,wind,0,0,67.4,FCAST-001839,tropical_cyclone,10,81,2021-10-29,30.38,15.534583333333334,255.689,984.6,100.0,28.6,75.49583333333334,0.2219178082191781,0
SP-00460,LINE-N1,40,500,North,Arrester,2021-08-09,1330,5.0,HI5,1.3722,13.0,64.0,57.8,23.66,2,932.5,39.5,7.0,71.7,26.3,36.9,14.6,63.3,72,inland,b,40,8,moderate,1,163,0,wind,0,0,67.4,FCAST-001840,summer_storm,4,253,2022-04-19,18.9,7.857361111111112,133.862,995.8,97.6,31.29,75.07222222222222,0.6931506849315069,0
SP-00461,LINE-N1,41,500,North,Conductor,2018-03-30,2558,3.39,HI3,0.4837,14.1,84.5,59.3,19.72,3,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,0,overload,0,0,19.7,FCAST-001841,summer_storm,4,735,2020-04-03,18.9,8.600416666666668,131.116,996.0,97.6,31.04,75.17222222222222,2.0136986301369864,0
SP-00461,LINE-N1,41,500,North,Conductor,2018-03-30,2558,3.39,HI3,0.4837,14.1,84.5,59.3,19.72,3,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,0,overload,0,0,19.7,FCAST-001842,heatwave,4,740,2020-04-08,5.4,3.139166666666666,47.111,1001.6,61.9,36.1,74.74583333333334,2.0273972602739727,0
SP-00461,LINE-N1,41,500,North,Conductor,2018-03-30,2558,3.39,HI3,0.4837,14.1,84.5,59.3,19.72,3,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,0,overload,0,0,19.7,FCAST-001843,southwest_monsoon,7,1929,2023-07-11,13.5,7.017083333333334,189.647,999.0,100.0,29.6,74.4625,5.284931506849315,0
SP-00461,LINE-N1,41,500,North,Conductor,2018-03-30,2558,3.39,HI3,0.4837,14.1,84.5,59.3,19.72,3,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,0,overload,0,0,19.7,FCAST-001844,tropical_cyclone,11,227,2018-11-12,30.38,15.59125,262.64,983.3,100.0,28.6,74.90833333333333,0.6219178082191781,0
SP-00461,LINE-N1,41,500,North,Damper,2018-03-30,2558,5.0,HI5,0.7134,14.1,84.5,59.3,19.72,1,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,1,wind,0,1,18.9,FCAST-001841,summer_storm,4,735,2020-04-03,18.9,8.600416666666668,131.116,996.0,97.6,31.04,75.17222222222222,2.0136986301369864,0
SP-00461,LINE-N1,41,500,North,Damper,2018-03-30,2558,5.0,HI5,0.7134,14.1,84.5,59.3,19.72,1,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,1,wind,0,1,18.9,FCAST-001842,heatwave,4,740,2020-04-08,5.4,3.139166666666666,47.111,1001.6,61.9,36.1,74.74583333333334,2.0273972602739727,0
SP-00461,LINE-N1,41,500,North,Damper,2018-03-30,2558,5.0,HI5,0.7134,14.1,84.5,59.3,19.72,1,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,1,wind,0,1,18.9,FCAST-001843,southwest_monsoon,7,1929,2023-07-11,13.5,7.017083333333334,189.647,999.0,100.0,29.6,74.4625,5.284931506849315,1
SP-00461,LINE-N1,41,500,North,Damper,2018-03-30,2558,5.0,HI5,0.7134,14.1,84.5,59.3,19.72,1,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,1,wind,0,1,18.9,FCAST-001844,tropical_cyclone,11,227,2018-11-12,30.38,15.59125,262.64,983.3,100.0,28.6,74.90833333333333,0.6219178082191781,0
SP-00461,LINE-N1,41,500,North,Spacer,2018-03-30,2558,5.0,HI5,0.7134,14.1,84.5,59.3,19.72,3,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,0,lightning,0,0,9.3,FCAST-001841,summer_storm,4,735,2020-04-03,18.9,8.600416666666668,131.116,996.0,97.6,31.04,75.17222222222222,2.0136986301369864,0
SP-00461,LINE-N1,41,500,North,Spacer,2018-03-30,2558,5.0,HI5,0.7134,14.1,84.5,59.3,19.72,3,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,0,lightning,0,0,9.3,FCAST-001842,heatwave,4,740,2020-04-08,5.4,3.139166666666666,47.111,1001.6,61.9,36.1,74.74583333333334,2.0273972602739727,0
SP-00461,LINE-N1,41,500,North,Spacer,2018-03-30,2558,5.0,HI5,0.7134,14.1,84.5,59.3,19.72,3,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,0,lightning,0,0,9.3,FCAST-001843,southwest_monsoon,7,1929,2023-07-11,13.5,7.017083333333334,189.647,999.0,100.0,29.6,74.4625,5.284931506849315,1
SP-00461,LINE-N1,41,500,North,Spacer,2018-03-30,2558,5.0,HI5,0.7134,14.1,84.5,59.3,19.72,3,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,0,lightning,0,0,9.3,FCAST-001844,tropical_cyclone,11,227,2018-11-12,30.38,15.59125,262.64,983.3,100.0,28.6,74.90833333333333,0.6219178082191781,1
SP-00461,LINE-N1,41,500,North,Insulator,2018-03-30,768,5.0,HI5,2.3763,14.1,84.5,59.3,19.72,1,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,1,lightning,0,1,6.2,FCAST-001841,summer_storm,4,735,2020-04-03,18.9,8.600416666666668,131.116,996.0,97.6,31.04,75.17222222222222,2.0136986301369864,0
SP-00461,LINE-N1,41,500,North,Insulator,2018-03-30,768,5.0,HI5,2.3763,14.1,84.5,59.3,19.72,1,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,1,lightning,0,1,6.2,FCAST-001842,heatwave,4,740,2020-04-08,5.4,3.139166666666666,47.111,1001.6,61.9,36.1,74.74583333333334,2.0273972602739727,0
SP-00461,LINE-N1,41,500,North,Insulator,2018-03-30,768,5.0,HI5,2.3763,14.1,84.5,59.3,19.72,1,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,1,lightning,0,1,6.2,FCAST-001843,southwest_monsoon,7,1929,2023-07-11,13.5,7.017083333333334,189.647,999.0,100.0,29.6,74.4625,5.284931506849315,0
SP-00461,LINE-N1,41,500,North,Insulator,2018-03-30,768,5.0,HI5,2.3763,14.1,84.5,59.3,19.72,1,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,1,lightning,0,1,6.2,FCAST-001844,tropical_cyclone,11,227,2018-11-12,30.38,15.59125,262.64,983.3,100.0,28.6,74.90833333333333,0.6219178082191781,1
SP-00461,LINE-N1,41,500,North,Fittings,2018-03-30,365,5.0,HI5,5.0,14.1,84.5,59.3,19.72,2,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,0,lightning,0,0,17.0,FCAST-001841,summer_storm,4,735,2020-04-03,18.9,8.600416666666668,131.116,996.0,97.6,31.04,75.17222222222222,2.0136986301369864,0
SP-00461,LINE-N1,41,500,North,Fittings,2018-03-30,365,5.0,HI5,5.0,14.1,84.5,59.3,19.72,2,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,0,lightning,0,0,17.0,FCAST-001842,heatwave,4,740,2020-04-08,5.4,3.139166666666666,47.111,1001.6,61.9,36.1,74.74583333333334,2.0273972602739727,0
SP-00461,LINE-N1,41,500,North,Fittings,2018-03-30,365,5.0,HI5,5.0,14.1,84.5,59.3,19.72,2,1703.8,27.2,6.7,75.9,28.6,39.9,12.0,105.8,104,inland,b,30,0,none,0,423,0,lightning,0,0,17.0,FCAST-001843,southwest_monsoon,7,1929,2023-07-11,13.5,7.017083333333334,189.647,999.0,100.0,29.6,74.4625,5.284931506849315,1
