span_id,line_id,tower_id,voltage_kv,region,component,installation_date,maintenance_date,maintenance_period_days,event_occurred,HI_score_last,HI_class_last,HI_trend_per_year,lightning_strikes_1km_annual,lightning_strikes_5km_annual,max_peak_current_kA,lightning_flash_density,lightning_caused_trip,avg_rainfall_mm_year,max_wind_speed_ms,avg_wind_speed_ms,avg_humidity_pct,avg_temperature_c,max_temperature_c,temp_fluctuation_c,pm25_annual_avg,pm25_exceedance_days,coastal_proximity,pollution_severity,row_width_m,encroachment_events_total,encroachment_severity,vegetation_encroachment,structure_encroachment,encroachment_caused_trip,last_vegetation_cut_days,total_outage_events,fault_type_most_common,transient_faults,permanent_faults,mttr_hours,fault_to_failure_flag,failure_mode
SP-00490,LINE-N1,70,500,North,Damper,2020-01-24,,1893,0,5.0,HI5,0.9641,15.0,85.1,51.1,20.63,3,927.3,29.0,2.7,69.6,30.4,41.6,12.0,51.0,26,inland,b,40,0,none,0,0,0,631,1,wind,0,1,16.7,0,
SP-00490,LINE-N1,70,500,North,Spacer,2020-01-24,,1893,0,2.71,HI2,0.5225,15.0,85.1,51.1,20.63,1,927.3,29.0,2.7,69.6,30.4,41.6,12.0,51.0,26,inland,b,40,0,none,0,0,0,631,1,equipment_failure,0,1,9.2,0,
SP-00490,LINE-N1,70,500,North,Insulator,2020-01-24,,1893,0,4.46,HI4,0.86,15.0,85.1,51.1,20.63,1,927.3,29.0,2.7,69.6,30.4,41.6,12.0,51.0,26,inland,b,40,0,none,0,0,0,631,0,wind,0,0,8.0,0,
SP-00490,LINE-N1,70,500,North,Fittings,2020-01-24,,1893,0,3.21,HI3,0.6189,15.0,85.1,51.1,20.63,3,927.3,29.0,2.7,69.6,30.4,41.6,12.0,51.0,26,inland,b,40,0,none,0,0,0,631,0,vegetation,0,0,15.6,0,
SP-00490,LINE-N1,70,500,North,Arrester,2020-01-24,2021-10-25,640,1,5.0,HI5,2.8516,15.0,85.1,51.1,20.63,1,927.3,29.0,2.7,69.6,30.4,41.6,12.0,51.0,26,inland,b,40,0,none,0,0,0,631,3,lightning,1,2,7.3,1,lightning_damage
SP-00491,LINE-N1,71,500,North,Conductor,2021-07-12,,1358,0,1.11,HI1,0.2983,4.9,17.9,39.3,22.21,5,1441.9,28.0,6.0,68.5,25.5,41.4,13.9,95.5,88,inland,b,40,3,minor,0,0,0,245,1,overload,0,1,10.8,0,
SP-00491,LINE-N1,71,500,North,Damper,2021-07-12,,1358,0,3.59,HI3,0.9649,4.9,17.9,39.3,22.21,2,1441.9,28.0,6.0,68.5,25.5,41.4,13.9,95.5,88,inland,b,40,3,minor,0,0,0,245,1,unknown,0,1,72.0,0,
SP-00491,LINE-N1,71,500,North,Spacer,2021-07-12,,1358,0,5.0,HI5,1.3439,4.9,17.9,39.3,22.21,4,1441.9,28.0,6.0,68.5,25.5,41.4,13.9,95.5,88,inland,b,40,3,minor,0,0,0,245,0,wind,0,0,9.5,0,
SP-00491,LINE-N1,71,500,North,Insulator,2021-07-12,,1358,0,5.0,HI5,1.3439,4.9,17.9,39.3,22.21,3,1441.9,28.0,6.0,68.5,25.5,41.4,13.9,95.5,88,inland,b,40,3,minor,0,0,0,245,1,equipment_failure,0,1,6.1,0,
SP-00491,LINE-N1,71,500,North,Fittings,2021-07-12,,1358,0,2.21,HI2,0.594,4.9,17.9,39.3,22.21,2,1441.9,28.0,6.0,68.5,25.5,41.4,13.9,95.5,88,inland,b,40,3,minor,0,0,0,245,0,equipment_failure,0,0,7.7,0,
SP-00491,LINE-N1,71,500,North,Arrester,2021-07-12,2022-07-12,365,1,5.0,HI5,5.0,4.9,17.9,39.3,22.21,2,1441.9,28.0,6.0,68.5,25.5,41.4,13.9,95.5,88,inland,b,40,3,minor,0,0,0,245,3,equipment_failure,1,2,4.3,1,lightning_damage
SP-00492,LINE-N1,72,500,North,Conductor,2018-12-26,,2287,0,3.15,HI3,0.5027,11.7,64.6,18.7,21.76,4,1229.6,39.7,2.5,66.7,25.3,38.9,18.9,62.0,70,inland,b,20,16,severe,1,0,2,592,0,overload,0,0,27.6,0,
SP-00492,LINE-N1,72,500,North,Damper,2018-12-26,,2287,0,5.0,HI5,0.798,11.7,64.6,18.7,21.76,4,1229.6,39.7,2.5,66.7,25.3,38.9,18.9,62.0,70,inland,b,20,16,severe,1,0,2,592,0,wind,0,0,2.2,0,
SP-00492,LINE-N1,72,500,North,Spacer,2018-12-26,2023-01-06,1472,1,5.0,HI5,1.2398,11.7,64.6,18.7,21.76,4,1229.6,39.7,2.5,66.7,25.3,38.9,18.9,62.0,70,inland,b,20,16,severe,1,0,2,592,1,wind,0,1,14.5,1,physical_damage
SP-00492,LINE-N1,72,500,North,Insulator,2018-12-26,2023-11-08,1778,1,5.0,HI5,1.0264,11.7,64.6,18.7,21.76,1,1229.6,39.7,2.5,66.7,25.3,38.9,18.9,62.0,70,inland,b,20,16,severe,1,0,2,592,2,wind,1,1,22.1,1,contamination_flashover
SP-00492,LINE-N1,72,500,North,Fittings,2018-12-26,,2287,0,1.63,HI1,0.2601,11.7,64.6,18.7,21.76,1,1229.6,39.7,2.5,66.7,25.3,38.9,18.9,62.0,70,inland,b,20,16,severe,1,0,2,592,1,vegetation,0,1,8.7,0,
SP-00492,LINE-N1,72,500,North,Arrester,2018-12-26,,2287,0,5.0,HI5,0.798,11.7,64.6,18.7,21.76,4,1229.6,39.7,2.5,66.7,25.3,38.9,18.9,62.0,70,inland,b,20,16,severe,1,0,2,592,1,lightning,0,1,9.2,0,
SP-00493,LINE-N1,73,500,North,Conductor,2020-02-29,,1857,0,4.79,HI4,0.9415,12.0,54.6,29.8,17.1,3,1333.7,20.2,4.5,75.3,28.5,41.8,12.3,113.0,158,inland,b,30,6,moderate,1,0,1,383,2,equipment_failure,1,1,5.2,0,
SP-00493,LINE-N1,73,500,North,Damper,2020-02-29,,1857,0,4.05,HI4,0.796,12.0,54.6,29.8,17.1,2,1333.7,20.2,4.5,75.3,28.5,41.8,12.3,113.0,158,inland,b,30,6,moderate,1,0,1,383,0,vegetation,0,0,32.3,0,
SP-00493,LINE-N1,73,500,North,Spacer,2020-02-29,,1857,0,2.49,HI2,0.4894,12.0,54.6,29.8,17.1,2,1333.7,20.2,4.5,75.3,28.5,41.8,12.3,113.0,158,inland,b,30,6,moderate,1,0,1,383,0,unknown,0,0,14.6,0,
SP-00493,LINE-N1,73,500,North,Insulator,2020-02-29,,1857,0,5.0,HI5,0.9828,12.0,54.6,29.8,17.1,3,1333.7,20.2,4.5,75.3,28.5,41.8,12.3,113.0,158,inland,b,30,6,moderate,1,0,1,383,1,vegetation,0,1,3.7,0,
SP-00493,LINE-N1,73,500,North,Fittings,2020-02-29,,1857,0,2.72,HI2,0.5346,12.0,54.6,29.8,17.1,2,1333.7,20.2,4.5,75.3,28.5,41.8,12.3,113.0,158,inland,b,30,6,moderate,1,0,1,383,0,equipment_failure,0,0,13.8,0,
SP-00493,LINE-N1,73,500,North,Arrester,2020-02-29,,1857,0,5.0,HI5,0.9828,12.0,54.6,29.8,17.1,1,1333.7,20.2,4.5,75.3,28.5,41.8,12.3,113.0,158,inland,b,30,6,moderate,1,0,1,383,1,lightning,0,1,11.2,0,
SP-00494,LINE-N1,74,500,North,Conductor,2021-10-15,,1263,0,3.33,HI3,0.9624,6.9,27.2,57.8,15.15,2,1677.2,33.0,3.3,77.2,30.9,38.6,12.4,81.7,149,inland,b,20,1,minor,0,0,0,344,1,unknown,0,1,18.9,0,
SP-00494,LINE-N1,74,500,North,Damper,2021-10-15,,1263,0,2.93,HI2,0.8468,6.9,27.2,57.8,15.15,0,1677.2,33.0,3.3,77.2,30.9,38.6,12.4,81.7,149,inland,b,20,1,minor,0,0,0,344,1,wind,0,1,17.1,0,
SP-00494,LINE-N1,74,500,North,Spacer,2021-10-15,,1263,0,2.55,HI2,0.7369,6.9,27.2,57.8,15.15,2,1677.2,33.0,3.3,77.2,30.9,38.6,12.4,81.7,149,inland,b,20,1,minor,0,0,0,344,2,vegetation,1,1,10.7,0,
SP-00494,LINE-N1,74,500,North,Insulator,2021-10-15,2022-10-15,365,1,5.0,HI5,5.0,6.9,27.2,57.8,15.15,3,1677.2,33.0,3.3,77.2,30.9,38.6,12.4,81.7,149,inland,b,20,1,minor,0,0,0,344,0,wind,0,0,28.2,0,contamination_flashover
SP-00494,LINE-N1,74,500,North,Fittings,2021-10-15,,1263,0,0.75,HI0,0.2167,6.9,27.2,57.8,15.15,1,1677.2,33.0,3.3,77.2,30.9,38.6,12.4,81.7,149,inland,b,20,1,minor,0,0,0,344,4,wind,2,2,5.8,0,
SP-00494,LINE-N1,74,500,North,Arrester,2021-10-15,,1263,0,2.6,HI2,0.7514,6.9,27.2,57.8,15.15,1,1677.2,33.0,3.3,77.2,30.9,38.6,12.4,81.7,149,inland,b,20,1,minor,0,0,0,344,0,lightning,0,0,8.5,0,
SP-00495,LINE-N1,75,500,North,Conductor,2018-06-20,,2476,0,2.82,HI2,0.4157,8.8,31.5,33.7,18.94,0,1125.3,28.7,4.8,82.2,29.2,37.0,13.1,80.2,39,inland,b,40,4,minor,0,0,0,56,2,lightning,1,1,51.9,0,
SP-00495,LINE-N1,75,500,North,Damper,2018-06-20,,2476,0,4.14,HI4,0.6103,8.8,31.5,33.7,18.94,3,1125.3,28.7,4.8,82.2,29.2,37.0,13.1,80.2,39,inland,b,40,4,minor,0,0,0,56,3,overload,1,2,2.5,0,
SP-00495,LINE-N1,75,500,North,Spacer,2018-06-20,,2476,0,4.58,HI4,0.6752,8.8,31.5,33.7,18.94,3,1125.3,28.7,4.8,82.2,29.2,37.0,13.1,80.2,39,inland,b,40,4,minor,0,0,0,56,0,vegetation,0,0,63.0,0,
SP-00495,LINE-N1,75,500,North,Insulator,2018-06-20,2022-10-18,1581,1,5.0,HI5,1.1543,8.8,31.5,33.7,18.94,1,1125.3,28.7,4.8,82.2,29.2,37.0,13.1,80.2,39,inland,b,40,4,minor,0,0,0,56,4,wind,2,2,3.0,1,lightning_damage
SP-00495,LINE-N1,75,500,North,Fittings,2018-06-20,,2476,0,4.11,HI4,0.6059,8.8,31.5,33.7,18.94,1,1125.3,28.7,4.8,82.2,29.2,37.0,13.1,80.2,39,inland,b,40,4,minor,0,0,0,56,0,equipment_failure,0,0,22.7,0,
SP-00495,LINE-N1,75,500,North,Arrester,2018-06-20,,2476,0,5.0,HI5,0.7371,8.8,31.5,33.7,18.94,4,1125.3,28.7,4.8,82.2,29.2,37.0,13.1,80.2,39,inland,b,40,4,minor,0,0,0,56,2,equipment_failure,1,1,26.0,0,
SP-00496,LINE-N1,76,500,North,Conductor,2021-07-20,,1350,0,2.39,HI2,0.6462,7.3,21.8,69.8,22.69,5,1539.8,24.9,5.5,79.7,28.4,39.4,14.9,40.5,4,inland,b,30,0,none,0,0,0,339,3,wind,2,1,2.2,0,
SP-00496,LINE-N1,76,500,North,Damper,2021-07-20,,1350,0,3.06,HI3,0.8273,7.3,21.8,69.8,22.69,1,1539.8,24.9,5.5,79.7,28.4,39.4,14.9,40.5,4,inland,b,30,0,none,0,0,0,339,1,vegetation,0,1,8.9,0,
SP-00496,LINE-N1,76,500,North,Spacer,2021-07-20,,1350,0,3.62,HI3,0.9787,7.3,21.8,69.8,22.69,4,1539.8,24.9,5.5,79.7,28.4,39.4,14.9,40.5,4,inland,b,30,0,none,0,0,0,339,0,lightning,0,0,10.9,0,
SP-00496,LINE-N1,76,500,North,Insulator,2021-07-20,,1350,0,3.76,HI3,1.0166,7.3,21.8,69.8,22.69,1,1539.8,24.9,5.5,79.7,28.4,39.4,14.9,40.5,4,inland,b,30,0,none,0,0,0,339,2,lightning,1,1,13.3,0,
SP-00496,LINE-N1,76,500,North,Fittings,2021-07-20,,1350,0,2.12,HI2,0.5732,7.3,21.8,69.8,22.69,4,1539.8,24.9,5.5,79.7,28.4,39.4,14.9,40.5,4,inland,b,30,0,none,0,0,0,339,1,wind,0,1,2.1,0,
SP-00496,LINE-N1,76,500,North,Arrester,2021-07-20,,1350,0,5.0,HI5,1.3519,7.3,21.8,69.8,22.69,4,1539.8,24.9,5.5,79.7,28.4,39.4,14.9,40.5,4,inland,b,30,0,none,0,0,0,339,1,lightning,0,1,8.9,0,
SP-00497,LINE-N1,77,500,North,Conductor,2019-02-07,,2244,0,5.0,HI5,0.8133,5.4,21.0,55.6,22.6,1,1186.4,36.0,2.9,73.2,28.6,36.2,18.3,55.8,48,inland,b,30,0,none,0,0,0,378,0,lightning,0,0,20.8,0,
SP-00497,LINE-N1,77,500,North,Damper,2019-02-07,,2244,0,5.0,HI5,0.8133,5.4,21.0,55.6,22.6,2,1186.4,36.0,2.9,73.2,28.6,36.2,18.3,55.8,48,inland,b,30,0,none,0,0,0,378,2,lightning,1,1,8.7,0,
SP-00497,LINE-N1,77,500,North,Spacer,2019-02-07,,2244,0,5.0,HI5,0.8133,5.4,21.0,55.6,22.6,2,1186.4,36.0,2.9,73.2,28.6,36.2,18.3,55.8,48,inland,b,30,0,none,0,0,0,378,1,equipment_failure,0,1,12.9,0,
SP-00497,LINE-N1,77,500,North,Insulator,2019-02-07,,2244,0,5.0,HI5,0.8133,5.4,21.0,55.6,22.6,3,1186.4,36.0,2.9,73.2,28.6,36.2,18.3,55.8,48,inland,b,30,0,none,0,0,0,378,2,unknown,1,1,8.6,0,
SP-00497,LINE-N1,77,500,North,Fittings,2019-02-07,,2244,0,2.77,HI2,0.4506,5.4,21.0,55.6,22.6,2,1186.4,36.0,2.9,73.2,28.6,36.2,18.3,55.8,48,inland,b,30,0,none,0,0,0,378,0,overload,0,0,37.8,0,
SP-00497,LINE-N1,77,500,North,Arrester,2019-02-07,2023-11-27,1754,1,5.0,HI5,1.0405,5.4,21.0,55.6,22.6,1,1186.4,36.0,2.9,73.2,28.6,36.2,18.3,55.8,48,inland,b,30,0,none,0,0,0,378,0,vegetation,0,0,24.4,0,lightning_damage
SP-00498,LINE-N1,78,500,North,Conductor,2019-12-23,,1925,0,2.2,HI2,0.4171,5.0,21.3,35.7,19.34,0,1214.5,32.7,2.8,68.5,30.2,37.5,14.3,60.9,28,inland,b,30,3,minor,0,0,0,296,1,vegetation,0,1,12.0,0,
SP-00498,LINE-N1,78,500,North,Damper,2019-12-23,2020-12-22,365,1,5.0,HI5,5.0,5.0,21.3,35.7,19.34,4,1214.5,32.7,2.8,68.5,30.2,37.5,14.3,60.9,28,inland,b,30,3,minor,0,0,0,296,2,wind,1,1,7.2,1,mechanical_fatigue
SP-00498,LINE-N1,78,500,North,Spacer,2019-12-23,,1925,0,3.01,HI3,0.5707,5.0,21.3,35.7,19.34,0,1214.5,32.7,2.8,68.5,30.2,37.5,14.3,60.9,28,inland,b,30,3,minor,0,0,0,296,0,equipment_failure,0,0,11.9,0,
SP-00498,LINE-N1,78,500,North,Insulator,2019-12-23,,1925,0,3.33,HI3,0.6314,5.0,21.3,35.7,19.34,3,1214.5,32.7,2.8,68.5,30.2,37.5,14.3,60.9,28,inland,b,30,3,minor,0,0,0,296,1,equipment_failure,0,1,5.8,0,
SP-00498,LINE-N1,78,500,North,Fittings,2019-12-23,,1925,0,1.81,HI1,0.3432,5.0,21.3,35.7,19.34,3,1214.5,32.7,2.8,68.5,30.2,37.5,14.3,60.9,28,inland,b,30,3,minor,0,0,0,296,4,unknown,2,2,5.8,0,
SP-00498,LINE-N1,78,500,North,Arrester,2019-12-23,,1925,0,5.0,HI5,0.9481,5.0,21.3,35.7,19.34,4,1214.5,32.7,2.8,68.5,30.2,37.5,14.3,60.9,28,inland,b,30,3,minor,0,0,0,296,3,lightning,1,2,33.3,0,
SP-00499,LINE-N1,79,500,North,Conductor,2021-12-11,,1206,0,1.22,HI1,0.3692,14.3,78.9,60.2,19.82,1,1389.5,24.9,4.6,84.7,24.6,39.4,14.1,30.2,0,inland,b,50,4,minor,0,0,0,375,0,overload,0,0,35.2,0,
SP-00499,LINE-N1,79,500,North,Damper,2021-12-11,,1206,0,2.37,HI2,0.7173,14.3,78.9,60.2,19.82,4,1389.5,24.9,4.6,84.7,24.6,39.4,14.1,30.2,0,inland,b,50,4,minor,0,0,0,375,0,wind,0,0,10.4,0,
SP-00499,LINE-N1,79,500,North,Spacer,2021-12-11,,1206,0,3.3,HI3,0.9988,14.3,78.9,60.2,19.82,3,1389.5,24.9,4.6,84.7,24.6,39.4,14.1,30.2,0,inland,b,50,4,minor,0,0,0,375,0,equipment_failure,0,0,15.2,0,
SP-00499,LINE-N1,79,500,North,Insulator,2021-12-11,,1206,0,2.97,HI2,0.8989,14.3,78.9,60.2,19.82,2,1389.5,24.9,4.6,84.7,24.6,39.4,14.1,30.2,0,inland,b,50,4,minor,0,0,0,375,0,vegetation,0,0,12.2,0,
SP-00499,LINE-N1,79,500,North,Fittings,2021-12-11,,1206,0,1.33,HI1,0.4025,14.3,78.9,60.2,19.82,4,1389.5,24.9,4.6,84.7,24.6,39.4,14.1,30.2,0,inland,b,50,4,minor,0,0,0,375,0,overload,0,0,6.1,0,
SP-00499,LINE-N1,79,500,North,Arrester,2021-12-11,,1206,0,5.0,HI5,1.5133,14.3,78.9,60.2,19.82,4,1389.5,24.9,4.6,84.7,24.6,39.4,14.1,30.2,0,inland,b,50,4,minor,0,0,0,375,2,wind,1,1,4.7,0,
SP-00500,LINE-N1,80,500,North,Conductor,2019-01-14,,2268,0,2.84,HI2,0.4571,5.3,25.2,32.3,21.33,1,947.1,26.1,4.4,69.1,27.5,38.7,18.5,108.2,181,inland,b,30,0,none,0,0,0,155,0,wind,0,0,2.3,0,
SP-00500,LINE-N1,80,500,North,Damper,2019-01-14,,2268,0,5.0,HI5,0.8047,5.3,25.2,32.3,21.33,1,947.1,26.1,4.4,69.1,27.5,38.7,18.5,108.2,181,inland,b,30,0,none,0,0,0,155,2,overload,1,1,27.7,0,
SP-00500,LINE-N1,80,500,North,Spacer,2019-01-14,,2268,0,5.0,HI5,0.8047,5.3,25.2,32.3,21.33,1,947.1,26.1,4.4,69.1,27.5,38.7,18.5,108.2,181,inland,b,30,0,none,0,0,0,155,2,vegetation,1,1,61.8,0,
SP-00500,LINE-N1,80,500,North,Insulator,2019-01-14,,2268,0,5.0,HI5,0.8047,5.3,25.2,32.3,21.33,4,947.1,26.1,4.4,69.1,27.5,38.7,18.5,108.2,181,inland,b,30,0,none,0,0,0,155,0,overload,0,0,53.4,0,
SP-00500,LINE-N1,80,500,North,Fittings,2019-01-14,,2268,0,3.24,HI3,0.5214,5.3,25.2,32.3,21.33,3,947.1,26.1,4.4,69.1,27.5,38.7,18.5,108.2,181,inland,b,30,0,none,0,0,0,155,0,equipment_failure,0,0,16.7,0,
SP-00500,LINE-N1,80,500,North,Arrester,2019-01-14,,2268,0,5.0,HI5,0.8047,5.3,25.2,32.3,21.33,4,947.1,26.1,4.4,69.1,27.5,38.7,18.5,108.2,181,inland,b,30,0,none,0,0,0,155,1,lightning,0,1,7.5,0,
SP-00501,LINE-N1,81,500,North,Conductor,2019-10-30,,1979,0,3.46,HI3,0.6382,10.3,31.1,53.7,18.13,4,1596.5,34.2,6.0,75.6,29.2,40.2,16.0,83.6,142,inland,b,50,0,none,0,0,0,174,2,overload,1,1,19.3,0,
SP-00501,LINE-N1,81,500,North,Damper,2019-10-30,,1979,0,5.0,HI5,0.9222,10.3,31.1,53.7,18.13,3,1596.5,34.2,6.0,75.6,29.2,40.2,16.0,83.6,142,inland,b,50,0,none,0,0,0,174,0,equipment_failure,0,0,2.6,0,
SP-00501,LINE-N1,81,500,North,Spacer,2019-10-30,,1979,0,5.0,HI5,0.9222,10.3,31.1,53.7,18.13,1,1596.5,34.2,6.0,75.6,29.2,40.2,16.0,83.6,142,inland,b,50,0,none,0,0,0,174,1,lightning,0,1,11.9,0,
SP-00501,LINE-N1,81,500,North,Insulator,2019-10-30,,1979,0,4.32,HI4,0.7968,10.3,31.1,53.7,18.13,3,1596.5,34.2,6.0,75.6,29.2,40.2,16.0,83.6,142,inland,b,50,0,none,0,0,0,174,2,overload,1,1,8.4,0,
SP-00501,LINE-N1,81,500,North,Fittings,2019-10-30,,1979,0,5.0,HI5,0.9222,10.3,31.1,53.7,18.13,3,1596.5,34.2,6.0,75.6,29.2,40.2,16.0,83.6,142,inland,b,50,0,none,0,0,0,174,0,vegetation,0,0,14.0,0,
SP-00501,LINE-N1,81,500,North,Arrester,2019-10-30,,1979,0,3.95,HI3,0.7285,10.3,31.1,53.7,18.13,4,1596.5,34.2,6.0,75.6,29.2,40.2,16.0,83.6,142,inland,b,50,0,none,0,0,0,174,0,lightning,0,0,6.9,0,
SP-00502,LINE-N1,82,500,North,Conductor,2020-12-05,,1577,0,1.61,HI1,0.3726,6.6,28.5,42.5,18.92,4,1135.7,30.6,6.8,84.3,30.3,40.3,18.6,84.4,38,inland,b,40,0,none,0,0,0,715,1,unknown,0,1,2.0,0,
SP-00502,LINE-N1,82,500,North,Damper,2020-12-05,,1577,0,4.77,HI4,1.104,6.6,28.5,42.5,18.92,4,1135.7,30.6,6.8,84.3,30.3,40.3,18.6,84.4,38,inland,b,40,0,none,0,0,0,715,1,wind,0,1,7.0,0,
SP-00502,LINE-N1,82,500,North,Spacer,2020-12-05,,1577,0,5.0,HI5,1.1573,6.6,28.5,42.5,18.92,4,1135.7,30.6,6.8,84.3,30.3,40.3,18.6,84.4,38,inland,b,40,0,none,0,0,0,715,2,equipment_failure,1,1,20.6,0,
SP-00502,LINE-N1,82,500,North,Insulator,2020-12-05,2023-08-13,981,1,5.0,HI5,1.8603,6.6,28.5,42.5,18.92,3,1135.7,30.6,6.8,84.3,30.3,40.3,18.6,84.4,38,inland,b,40,0,none,0,0,0,715,1,lightning,0,1,11.9,1,lightning_damage
SP-00502,LINE-N1,82,500,North,Fittings,2020-12-05,,1577,0,2.26,HI2,0.5231,6.6,28.5,42.5,18.92,3,1135.7,30.6,6.8,84.3,30.3,40.3,18.6,84.4,38,inland,b,40,0,none,0,0,0,715,1,lightning,0,1,7.7,0,
SP-00502,LINE-N1,82,500,North,Arrester,2020-12-05,2024-09-20,1385,1,5.0,HI5,1.3177,6.6,28.5,42.5,18.92,4,1135.7,30.6,6.8,84.3,30.3,40.3,18.6,84.4,38,inland,b,40,0,none,0,0,0,715,1,equipment_failure,0,1,21.3,1,lightning_damage
SP-00503,LINE-N1,83,500,North,Conductor,2021-01-03,,1548,0,5.0,HI5,1.1789,5.6,29.0,67.0,23.31,5,1390.5,31.7,3.4,77.0,30.7,37.7,16.6,100.0,132,inland,b,25,1,minor,0,0,0,349,2,wind,1,1,11.7,0,
SP-00503,LINE-N1,83,500,North,Damper,2021-01-03,,1548,0,5.0,HI5,1.1789,5.6,29.0,67.0,23.31,2,1390.5,31.7,3.4,77.0,30.7,37.7,16.6,100.0,132,inland,b,25,1,minor,0,0,0,349,1,wind,0,1,11.5,0,
SP-00503,LINE-N1,83,500,North,Spacer,2021-01-03,,1548,0,5.0,HI5,1.1789,5.6,29.0,67.0,23.31,0,1390.5,31.7,3.4,77.0,30.7,37.7,16.6,100.0,132,inland,b,25,1,minor,0,0,0,349,1,wind,0,1,13.6,0,
SP-00503,LINE-N1,83,500,North,Insulator,2021-01-03,,1548,0,5.0,HI5,1.1789,5.6,29.0,67.0,23.31,1,1390.5,31.7,3.4,77.0,30.7,37.7,16.6,100.0,132,inland,b,25,1,minor,0,0,0,349,2,wind,1,1,72.0,0,
SP-00503,LINE-N1,83,500,North,Fittings,2021-01-03,,1548,0,2.19,HI2,0.5164,5.6,29.0,67.0,23.31,5,1390.5,31.7,3.4,77.0,30.7,37.7,16.6,100.0,132,inland,b,25,1,minor,0,0,0,349,1,lightning,0,1,13.2,0,
SP-00503,LINE-N1,83,500,North,Arrester,2021-01-03,,1548,0,5.0,HI5,1.1789,5.6,29.0,67.0,23.31,3,1390.5,31.7,3.4,77.0,30.7,37.7,16.6,100.0,132,inland,b,25,1,minor,0,0,0,349,1,lightning,0,1,10.3,0,
SP-00504,LINE-N1,84,500,North,Conductor,2018-08-21,,2414,0,2.17,HI2,0.3281,6.1,35.0,65.5,23.81,2,1002.5,35.4,4.2,67.8,31.5,41.3,15.3,30.5,0,inland,b,20,3,minor,0,0,0,74,1,wind,0,1,30.0,0,
SP-00504,LINE-N1,84,500,North,Damper,2018-08-21,2019-08-21,365,1,5.0,HI5,5.0,6.1,35.0,65.5,23.81,3,1002.5,35.4,4.2,67.8,31.5,41.3,15.3,30.5,0,inland,b,20,3,minor,0,0,0,74,1,equipment_failure,0,1,6.0,1,mechanical_fatigue
SP-00504,LINE-N1,84,500,North,Spacer,2018-08-21,,2414,0,5.0,HI5,0.756,6.1,35.0,65.5,23.81,3,1002.5,35.4,4.2,67.8,31.5,41.3,15.3,30.5,0,inland,b,20,3,minor,0,0,0,74,3,wind,1,2,20.9,0,
SP-00504,LINE-N1,84,500,North,Insulator,2018-08-21,,2414,0,3.56,HI3,0.5383,6.1,35.0,65.5,23.81,4,1002.5,35.4,4.2,67.8,31.5,41.3,15.3,30.5,0,inland,b,20,3,minor,0,0,0,74,1,equipment_failure,0,1,17.2,0,
SP-00504,LINE-N1,84,500,North,Fittings,2018-08-21,,2414,0,5.0,HI5,0.756,6.1,35.0,65.5,23.81,1,1002.5,35.4,4.2,67.8,31.5,41.3,15.3,30.5,0,inland,b,20,3,minor,0,0,0,74,1,lightning,0,1,3.2,0,
SP-00504,LINE-N1,84,500,North,Arrester,2018-08-21,2023-09-10,1846,1,5.0,HI5,0.9886,6.1,35.0,65.5,23.81,4,1002.5,35.4,4.2,67.8,31.5,41.3,15.3,30.5,0,inland,b,20,3,minor,0,0,0,74,4,lightning,2,2,10.1,1,overload
SP-00505,LINE-N1,85,500,North,Conductor,2019-11-09,,1969,0,4.15,HI4,0.7693,11.4,36.0,53.9,18.75,2,1234.2,27.0,3.1,80.3,27.8,37.8,18.7,109.3,141,inland,b,30,9,moderate,1,0,1,157,1,vegetation,0,1,19.4,0,
SP-00505,LINE-N1,85,500,North,Damper,2019-11-09,,1969,0,3.8,HI3,0.7044,11.4,36.0,53.9,18.75,1,1234.2,27.0,3.1,80.3,27.8,37.8,18.7,109.3,141,inland,b,30,9,moderate,1,0,1,157,3,vegetation,2,1,15.7,0,
SP-00505,LINE-N1,85,500,North,Spacer,2019-11-09,,1969,0,2.61,HI2,0.4838,11.4,36.0,53.9,18.75,1,1234.2,27.0,3.1,80.3,27.8,37.8,18.7,109.3,141,inland,b,30,9,moderate,1,0,1,157,3,vegetation,1,2,6.0,0,
SP-00505,LINE-N1,85,500,North,Insulator,2019-11-09,,1969,0,5.0,HI5,0.9269,11.4,36.0,53.9,18.75,4,1234.2,27.0,3.1,80.3,27.8,37.8,18.7,109.3,141,inland,b,30,9,moderate,1,0,1,157,0,vegetation,0,0,3.3,0,
SP-00505,LINE-N1,85,500,North,Fittings,2019-11-09,,1969,0,3.64,HI3,0.6748,11.4,36.0,53.9,18.75,3,1234.2,27.0,3.1,80.3,27.8,37.8,18.7,109.3,141,inland,b,30,9,moderate,1,0,1,157,0,vegetation,0,0,10.4,0,
SP-00505,LINE-N1,85,500,North,Arrester,2019-11-09,2025-01-16,1895,1,5.0,HI5,0.9631,11.4,36.0,53.9,18.75,2,1234.2,27.0,3.1,80.3,27.8,37.8,18.7,109.3,141,inland,b,30,9,moderate,1,0,1,157,4,vegetation,3,1,13.5,1,lightning_damage
SP-00506,LINE-N1,86,500,North,Conductor,2021-03-31,,1461,0,2.1,HI2,0.5246,15.7,84.3,56.9,20.54,2,1446.1,37.8,5.7,76.0,30.9,39.3,16.8,70.1,38,inland,b,40,10,moderate,1,0,1,304,1,vegetation,0,1,9.8,0,
