span_id,component,region,event_type,forecast_date,failure_prob,RUL_days,risk_score,risk_level
SP-00324,Conductor,Northeast,summer_storm,2024-05-12,0.085,17832.8,0.3292648467285828,Medium
SP-00324,Damper,Northeast,summer_storm,2024-05-12,0.145,7004.1,0.4391866904227977,Medium
SP-00324,Spacer,Northeast,summer_storm,2024-05-12,0.23,3969.1,0.5109050403273978,High
SP-00324,Insulator,Northeast,summer_storm,2024-05-12,0.225,2542.9,0.5176409581639514,High
SP-00324,Fittings,Northeast,summer_storm,2024-05-12,0.11,16645.6,0.3523692371756145,Medium
SP-00324,Arrester,Northeast,summer_storm,2024-05-12,0.185,57.0,0.5106108909573107,High
SP-00325,Conductor,Northeast,heatwave,2025-03-16,0.035,29369.7,0.22050849384081347,Low
SP-00325,Conductor,Northeast,tropical_cyclone,2024-08-03,0.23,29369.7,0.3375084938408135,Medium
SP-00325,Damper,Northeast,heatwave,2025-03-16,0.07,11683.0,0.3622462991975479,Medium
SP-00325,Damper,Northeast,tropical_cyclone,2024-08-03,0.34,11683.0,0.524246299197548,High
SP-00325,Spacer,Northeast,heatwave,2025-03-16,0.045,8968.9,0.36577403345655124,Medium
SP-00325,Spacer,Northeast,tropical_cyclone,2024-08-03,0.355,8968.9,0.5517740334565512,High
SP-00325,Insulator,Northeast,heatwave,2025-03-16,0.045,10663.7,0.3542045245872544,Medium
SP-00325,Insulator,Northeast,tropical_cyclone,2024-08-03,0.265,10663.7,0.4862045245872544,Medium
SP-00325,Fittings,Northeast,heatwave,2025-03-16,0.03,39049.1,0.151432317212614,Low
SP-00325,Fittings,Northeast,tropical_cyclone,2024-08-03,0.225,39049.1,0.268432317212614,Low
SP-00325,Arrester,Northeast,heatwave,2025-03-16,0.14,670.5,0.47942284889257525,Medium
SP-00325,Arrester,Northeast,tropical_cyclone,2024-08-03,0.405,670.5,0.6384228488925752,High
SP-00327,Conductor,Northeast,heatwave,2024-04-22,0.06,26734.3,0.2534989845619281,Low
SP-00327,Damper,Northeast,heatwave,2024-04-22,0.075,6442.1,0.40102316905422614,Medium
SP-00327,Spacer,Northeast,heatwave,2024-04-22,0.04,12509.4,0.33860490072599564,Medium
SP-00327,Insulator,Northeast,heatwave,2024-04-22,0.045,3175.6,0.4053218477900996,Medium
SP-00327,Fittings,Northeast,heatwave,2024-04-22,0.035,4600.5,0.38959480437030897,Medium
SP-00327,Arrester,Northeast,heatwave,2024-04-22,0.055,1491.3,0.4228196786778484,Medium
SP-00328,Conductor,Northeast,southwest_monsoon,2024-09-12,0.105,24265.5,0.2973521846424805,Low
SP-00328,Damper,Northeast,southwest_monsoon,2024-09-12,0.13,6466.0,0.43386001631527393,Medium
SP-00328,Spacer,Northeast,southwest_monsoon,2024-09-12,0.11,8308.3,0.4092836024670879,Medium
SP-00328,Insulator,Northeast,southwest_monsoon,2024-09-12,0.21,615.4,0.5217989876338416,High
SP-00328,Fittings,Northeast,southwest_monsoon,2024-09-12,0.12,14804.9,0.37093472866470745,Medium
SP-00328,Arrester,Northeast,southwest_monsoon,2024-09-12,0.225,1665.8,0.5236284588892643,High
SP-00330,Conductor,Northeast,summer_storm,2024-05-21,0.065,27362.2,0.2522126412653553,Low
SP-00330,Damper,Northeast,summer_storm,2024-05-21,0.125,10751.9,0.4016024295422508,Medium
SP-00330,Spacer,Northeast,summer_storm,2024-05-21,0.17,8275.3,0.44550887612338175,Medium
SP-00330,Insulator,Northeast,summer_storm,2024-05-21,0.175,1824.8,0.49254304945439403,Medium
SP-00330,Fittings,Northeast,summer_storm,2024-05-21,0.115,20703.9,0.3276653559835755,Medium
SP-00330,Arrester,Northeast,summer_storm,2024-05-21,0.155,234.9,0.49139646115565383,Medium
SP-00332,Conductor,Northeast,heatwave,2024-04-06,0.065,29571.8,0.23712886335787453,Low
SP-00332,Damper,Northeast,heatwave,2024-04-06,0.09,12629.4,0.367785723794018,Medium
SP-00332,Spacer,Northeast,heatwave,2024-04-06,0.05,8577.0,0.3714493287869014,Medium
SP-00332,Insulator,Northeast,heatwave,2024-04-06,0.06,9991.5,0.3677932807012155,Medium
SP-00332,Fittings,Northeast,heatwave,2024-04-06,0.08,22790.6,0.29242055178392845,Low
SP-00332,Arrester,Northeast,heatwave,2024-04-06,0.11,1424.9,0.4562729565802094,Medium
SP-00333,Conductor,Northeast,southwest_monsoon,2024-07-12,0.08,21161.2,0.30354360922529755,Medium
SP-00333,Conductor,Northeast,tropical_cyclone,2024-10-18,0.295,21161.2,0.43254360922529755,Medium
SP-00333,Damper,Northeast,southwest_monsoon,2024-07-12,0.07,12925.1,0.3537671353041365,Medium
SP-00333,Damper,Northeast,tropical_cyclone,2024-10-18,0.285,12925.1,0.4827671353041365,Medium
SP-00333,Spacer,Northeast,southwest_monsoon,2024-07-12,0.145,6182.1,0.4447980524068442,Medium
SP-00333,Spacer,Northeast,tropical_cyclone,2024-10-18,0.37,6182.1,0.5797980524068442,High
SP-00333,Insulator,Northeast,southwest_monsoon,2024-07-12,0.19,962.9,0.5074267877683232,High
SP-00333,Insulator,Northeast,tropical_cyclone,2024-10-18,0.435,962.9,0.6544267877683232,High
SP-00333,Fittings,Northeast,southwest_monsoon,2024-07-12,0.11,26751.4,0.28338225184912125,Low
SP-00333,Fittings,Northeast,tropical_cyclone,2024-10-18,0.255,26751.4,0.37038225184912127,Medium
SP-00333,Arrester,Northeast,southwest_monsoon,2024-07-12,0.125,5661.7,0.4363505497018538,Medium
SP-00333,Arrester,Northeast,tropical_cyclone,2024-10-18,0.275,5661.7,0.5263505497018538,High
SP-00334,Conductor,Northeast,heatwave,2025-03-21,0.05,35438.0,0.18808339903814975,Low
SP-00334,Conductor,Northeast,southwest_monsoon,2024-08-12,0.105,35438.0,0.22108339903814975,Low
SP-00334,Damper,Northeast,heatwave,2025-03-21,0.07,10644.8,0.3693335449540408,Medium
SP-00334,Damper,Northeast,southwest_monsoon,2024-08-12,0.165,10644.8,0.42633354495404086,Medium
SP-00334,Spacer,Northeast,heatwave,2025-03-21,0.055,17022.4,0.31679702160920487,Medium
SP-00334,Spacer,Northeast,southwest_monsoon,2024-08-12,0.11,17022.4,0.34979702160920484,Medium
SP-00334,Insulator,Northeast,heatwave,2025-03-21,0.03,5650.1,0.37942973680527825,Medium
SP-00334,Insulator,Northeast,southwest_monsoon,2024-08-12,0.115,5650.1,0.43042973680527824,Medium
SP-00334,Fittings,Northeast,heatwave,2025-03-21,0.03,29888.3,0.21396828419978361,Low
SP-00334,Fittings,Northeast,southwest_monsoon,2024-08-12,0.095,29888.3,0.2529682841997836,Low
SP-00334,Arrester,Northeast,heatwave,2025-03-21,0.09,1611.0,0.4430025496882008,Medium
SP-00334,Arrester,Northeast,southwest_monsoon,2024-08-12,0.125,1611.0,0.4640025496882008,Medium
SP-00335,Conductor,Northeast,tropical_cyclone,2024-11-05,0.175,37995.6,0.24562400802793394,Low
SP-00335,Conductor,Northeast,heatwave,2024-04-20,0.075,37995.6,0.18562400802793394,Low
SP-00335,Damper,Northeast,tropical_cyclone,2024-11-05,0.315,3821.0,0.5629160411909468,High
SP-00335,Damper,Northeast,heatwave,2024-04-20,0.07,3821.0,0.4159160411909468,Medium
SP-00335,Spacer,Northeast,tropical_cyclone,2024-11-05,0.165,20174.9,0.3612765609587101,Medium
SP-00335,Spacer,Northeast,heatwave,2024-04-20,0.11,20174.9,0.32827656095871005,Medium
SP-00335,Insulator,Northeast,tropical_cyclone,2024-11-05,0.38,1954.3,0.6146590210153016,High
SP-00335,Insulator,Northeast,heatwave,2024-04-20,0.095,1954.3,0.4436590210153016,Medium
SP-00335,Fittings,Northeast,tropical_cyclone,2024-11-05,0.24,26855.5,0.3606716158606307,Medium
SP-00335,Fittings,Northeast,heatwave,2024-04-20,0.095,26855.5,0.2736716158606307,Low
SP-00335,Arrester,Northeast,tropical_cyclone,2024-11-05,0.235,1538.8,0.530495421142274,High
SP-00335,Arrester,Northeast,heatwave,2024-04-20,0.06,1538.8,0.42549542114227396,Medium
SP-00336,Conductor,Northeast,southwest_monsoon,2024-06-28,0.06,27839.3,0.24595573031330106,Low
SP-00336,Damper,Northeast,southwest_monsoon,2024-06-28,0.29,2612.0,0.556169248780621,High
SP-00336,Spacer,Northeast,southwest_monsoon,2024-06-28,0.18,1845.7,0.49540037613874127,Medium
SP-00336,Insulator,Northeast,southwest_monsoon,2024-06-28,0.16,761.3,0.4908030050140455,Medium
SP-00336,Fittings,Northeast,southwest_monsoon,2024-06-28,0.09,21894.9,0.3045350249336979,Medium
SP-00336,Arrester,Northeast,southwest_monsoon,2024-06-28,0.36,1414.9,0.6063412213245408,High
SP-00339,Conductor,Northeast,summer_storm,2024-04-02,0.035,29749.7,0.21791443355621773,Low
SP-00339,Damper,Northeast,summer_storm,2024-04-02,0.075,14724.3,0.34448494250401906,Medium
SP-00339,Spacer,Northeast,summer_storm,2024-04-02,0.13,6560.3,0.4332162797762282,Medium
SP-00339,Insulator,Northeast,summer_storm,2024-04-02,0.085,6501.6,0.40661699382545385,Medium
SP-00339,Fittings,Northeast,summer_storm,2024-04-02,0.04,30633.6,0.21488051280475945,Low
SP-00339,Arrester,Northeast,summer_storm,2024-04-02,0.225,2113.5,0.5205722462855447,High
SP-00340,Conductor,Northeast,tropical_cyclone,2024-10-03,0.225,23070.3,0.3775111868849773,Medium
SP-00340,Damper,Northeast,tropical_cyclone,2024-10-03,0.215,5147.0,0.49386413609259433,Medium
SP-00340,Spacer,Northeast,tropical_cyclone,2024-10-03,0.235,3691.4,0.5158007522774826,High
SP-00340,Insulator,Northeast,tropical_cyclone,2024-10-03,0.285,5299.1,0.5348258293313127,High
SP-00340,Fittings,Northeast,tropical_cyclone,2024-10-03,0.15,34650.1,0.253461978244026,Low
SP-00340,Arrester,Northeast,tropical_cyclone,2024-10-03,0.235,1844.1,0.5284112984978343,High
SP-00343,Conductor,Northeast,southwest_monsoon,2024-07-29,0.095,40202.5,0.18255866160142264,Low
SP-00343,Damper,Northeast,southwest_monsoon,2024-07-29,0.23,28500.7,0.3434407001232179,Medium
SP-00343,Spacer,Northeast,southwest_monsoon,2024-07-29,0.115,11225.0,0.3923728244879291,Medium
SP-00343,Insulator,Northeast,southwest_monsoon,2024-07-29,0.11,17834.7,0.3442518764271598,Medium
SP-00343,Fittings,Northeast,southwest_monsoon,2024-07-29,0.105,19279.3,0.33139035146103624,Medium
SP-00343,Arrester,Northeast,southwest_monsoon,2024-07-29,0.195,1237.3,0.5085536031838678,High
SP-00344,Conductor,Northeast,summer_storm,2024-05-30,0.095,25215.7,0.2848656686361045,Low
SP-00344,Damper,Northeast,summer_storm,2024-05-30,0.165,10201.4,0.429360403717698,Medium
SP-00344,Spacer,Northeast,summer_storm,2024-05-30,0.265,2329.9,0.5430949972182118,High
SP-00344,Insulator,Northeast,summer_storm,2024-05-30,0.12,7571.8,0.4203113008871004,Medium
SP-00344,Fittings,Northeast,summer_storm,2024-05-30,0.09,20325.2,0.3152505418514081,Medium
SP-00344,Arrester,Northeast,summer_storm,2024-05-30,0.19,385.9,0.5113656635162487,High
SP-00346,Conductor,Northeast,tropical_cyclone,2024-10-23,0.375,19326.5,0.49306814186779163,Medium
SP-00346,Damper,Northeast,tropical_cyclone,2024-10-23,0.295,15051.3,0.47425268536438014,Medium
SP-00346,Spacer,Northeast,tropical_cyclone,2024-10-23,0.365,4719.2,0.5867845018550945,High
SP-00346,Insulator,Northeast,tropical_cyclone,2024-10-23,0.4,4637.9,0.6083394942265092,High
SP-00346,Fittings,Northeast,tropical_cyclone,2024-10-23,0.365,10364.6,0.5482463230902085,High
SP-00346,Arrester,Northeast,tropical_cyclone,2024-10-23,0.365,0.0,0.619,High
SP-00347,Conductor,Northeast,tropical_cyclone,2024-09-13,0.315,18576.0,0.46219141092986826,Medium
SP-00347,Damper,Northeast,tropical_cyclone,2024-09-13,0.35,4575.8,0.5787634182888076,High
SP-00347,Spacer,Northeast,tropical_cyclone,2024-09-13,0.405,1662.8,0.6316489383125639,High
SP-00347,Insulator,Northeast,tropical_cyclone,2024-09-13,0.53,2296.6,0.7023223188168355,Critical
SP-00347,Fittings,Northeast,tropical_cyclone,2024-09-13,0.33,15499.0,0.4921964727606604,Medium
SP-00347,Arrester,Northeast,tropical_cyclone,2024-09-13,0.475,688.5,0.6802999723527785,High
SP-00348,Conductor,Northeast,tropical_cyclone,2024-09-14,0.27,21675.9,0.41403002283455703,Medium
SP-00348,Damper,Northeast,tropical_cyclone,2024-09-14,0.31,8504.2,0.5279462961256345,High
SP-00348,Spacer,Northeast,tropical_cyclone,2024-09-14,0.33,9592.3,0.5325184092949276,High
SP-00348,Insulator,Northeast,tropical_cyclone,2024-09-14,0.445,1550.5,0.6564155513914062,High
SP-00348,Fittings,Northeast,tropical_cyclone,2024-09-14,0.265,23712.4,0.3971279076514539,Medium
SP-00348,Arrester,Northeast,tropical_cyclone,2024-09-14,0.49,1079.7,0.6866294555545316,High
SP-00351,Conductor,Northeast,heatwave,2025-03-13,0.055,28772.7,0.236583899077402,Low
SP-00351,Damper,Northeast,heatwave,2025-03-13,0.12,2749.2,0.45323265648839334,Medium
SP-00351,Spacer,Northeast,heatwave,2025-03-13,0.055,15428.0,0.32768115244541385,Medium
SP-00351,Insulator,Northeast,heatwave,2025-03-13,0.08,886.1,0.44195106100478876,Medium
SP-00351,Fittings,Northeast,heatwave,2025-03-13,0.02,25933.7,0.23496425999310527,Low
SP-00351,Arrester,Northeast,heatwave,2025-03-13,0.055,860.6,0.427125136102834,Medium
SP-00352,Conductor,Northeast,tropical_cyclone,2024-11-11,0.285,4529.8,0.5400774361127324,High
SP-00352,Damper,Northeast,tropical_cyclone,2024-11-11,0.28,11600.1,0.48881221392805585,Medium
SP-00352,Spacer,Northeast,tropical_cyclone,2024-11-11,0.265,7139.7,0.510261020489663,High
SP-00352,Insulator,Northeast,tropical_cyclone,2024-11-11,0.275,9595.7,0.49949519928185493,Medium
SP-00352,Fittings,Northeast,tropical_cyclone,2024-11-11,0.245,17781.8,0.42561299692467325,Medium
SP-00352,Arrester,Northeast,tropical_cyclone,2024-11-11,0.345,365.9,0.6045021930049116,High
SP-00355,Conductor,Northeast,heatwave,2025-03-09,0.03,33599.2,0.18863592022581982,Low
SP-00355,Damper,Northeast,heatwave,2025-03-09,0.095,2276.7,0.44145816565805507,Medium
SP-00355,Spacer,Northeast,heatwave,2025-03-09,0.035,18325.5,0.2959014427753715,Low
SP-00355,Insulator,Northeast,heatwave,2025-03-09,0.05,7075.0,0.3817026933854877,Medium
SP-00355,Fittings,Northeast,heatwave,2025-03-09,0.065,24606.1,0.27102708745055076,Low
SP-00355,Arrester,Northeast,heatwave,2025-03-09,0.095,794.7,0.4515750007679784,Medium
SP-00358,Conductor,Northeast,tropical_cyclone,2024-10-11,0.27,16200.7,0.4514063356509215,Medium
SP-00358,Conductor,Northeast,southwest_monsoon,2024-07-06,0.085,16200.7,0.34040633565092143,Medium
SP-00358,Damper,Northeast,tropical_cyclone,2024-10-11,0.215,6165.6,0.4869106892349912,Medium
SP-00358,Damper,Northeast,southwest_monsoon,2024-07-06,0.14,6165.6,0.4419106892349912,Medium
SP-00358,Spacer,Northeast,tropical_cyclone,2024-10-11,0.22,5424.3,0.49497115473228276,Medium
SP-00358,Spacer,Northeast,southwest_monsoon,2024-07-06,0.12,5424.3,0.43497115473228276,Medium
SP-00358,Insulator,Northeast,tropical_cyclone,2024-10-11,0.36,490.2,0.6126536622328715,High
SP-00358,Insulator,Northeast,southwest_monsoon,2024-07-06,0.11,490.2,0.4626536622328716,Medium
SP-00358,Fittings,Northeast,tropical_cyclone,2024-10-11,0.345,3757.0,0.5813529355546682,High
SP-00358,Fittings,Northeast,southwest_monsoon,2024-07-06,0.105,3757.0,0.43735293555466814,Medium
SP-00358,Arrester,Northeast,tropical_cyclone,2024-10-11,0.345,1873.1,0.5942133307392731,High
SP-00358,Arrester,Northeast,southwest_monsoon,2024-07-06,0.23,1873.1,0.5252133307392731,High
SP-00359,Conductor,Northeast,tropical_cyclone,2024-11-24,0.39,14363.3,0.5359492997743851,High
SP-00359,Damper,Northeast,tropical_cyclone,2024-11-24,0.38,1454.9,0.618068162347215,High
SP-00359,Spacer,Northeast,tropical_cyclone,2024-11-24,0.32,1577.0,0.5812346498189278,High
SP-00359,Insulator,Northeast,tropical_cyclone,2024-11-24,0.29,14542.1,0.4747287261457384,Medium
SP-00359,Fittings,Northeast,tropical_cyclone,2024-11-24,0.33,18560.1,0.47129995187335527,Medium
SP-00359,Arrester,Northeast,tropical_cyclone,2024-11-24,0.385,0.0,0.631,High
SP-00360,Conductor,Northeast,heatwave,2024-04-07,0.035,20706.3,0.279648972444936,Low
SP-00360,Damper,Northeast,heatwave,2024-04-07,0.065,11764.3,0.3586913068261331,Medium
SP-00360,Spacer,Northeast,heatwave,2024-04-07,0.065,12020.4,0.3569430467238042,Medium
SP-00360,Insulator,Northeast,heatwave,2024-04-07,0.105,966.9,0.45639948187059054,Medium
SP-00360,Fittings,Northeast,heatwave,2024-04-07,0.065,21563.9,0.2917945879710694,Low
SP-00360,Arrester,Northeast,heatwave,2024-04-07,0.125,1602.6,0.46405989207343923,Medium
SP-00362,Conductor,Northeast,summer_storm,2024-05-04,0.145,11243.3,0.4102479000058026,Medium
SP-00362,Conductor,Northeast,heatwave,2025-03-05,0.065,11243.3,0.36224790000580254,Medium
SP-00362,Damper,Northeast,summer_storm,2024-05-04,0.375,3660.3,0.6000130556323534,High
SP-00362,Damper,Northeast,heatwave,2025-03-05,0.085,3660.3,0.4260130556323534,Medium
SP-00362,Spacer,Northeast,summer_storm,2024-05-04,0.155,5952.8,0.45236336299436475,Medium
SP-00362,Spacer,Northeast,heatwave,2025-03-05,0.08,5952.8,0.40736336299436476,Medium
SP-00362,Insulator,Northeast,summer_storm,2024-05-04,0.165,3521.2,0.47496261822600405,Medium
SP-00362,Insulator,Northeast,heatwave,2025-03-05,0.06,3521.2,0.41196261822600405,Medium
SP-00362,Fittings,Northeast,summer_storm,2024-05-04,0.11,14912.3,0.36420156531058756,Medium
SP-00362,Fittings,Northeast,heatwave,2025-03-05,0.065,14912.3,0.33720156531058754,Medium
SP-00362,Arrester,Northeast,summer_storm,2024-05-04,0.27,680.3,0.5573559494431304,High
SP-00362,Arrester,Northeast,heatwave,2025-03-05,0.055,680.3,0.4283559494431304,Medium
SP-00363,Conductor,Northeast,heatwave,2024-04-19,0.08,19238.9,0.3166661410281353,Medium
SP-00363,Conductor,Northeast,tropical_cyclone,2024-10-06,0.205,19238.9,0.3916661410281353,Medium
SP-00363,Damper,Northeast,heatwave,2024-04-19,0.06,8559.2,0.37757084003181135,Medium
SP-00363,Damper,Northeast,tropical_cyclone,2024-10-06,0.21,8559.2,0.4675708400318114,Medium
SP-00363,Spacer,Northeast,heatwave,2024-04-19,0.065,10814.0,0.3651785054799524,Medium
SP-00363,Spacer,Northeast,tropical_cyclone,2024-10-06,0.205,10814.0,0.4491785054799524,Medium
SP-00363,Insulator,Northeast,heatwave,2024-04-19,0.105,1201.8,0.4547959430262444,Medium
SP-00363,Insulator,Northeast,tropical_cyclone,2024-10-06,0.31,1201.8,0.5777959430262444,High
SP-00363,Fittings,Northeast,heatwave,2024-04-19,0.075,12395.1,0.3603851667537042,Medium
SP-00363,Fittings,Northeast,tropical_cyclone,2024-10-06,0.245,12395.1,0.4623851667537042,Medium
SP-00363,Arrester,Northeast,heatwave,2024-04-19,0.09,26.0,0.4538225116647382,Medium
SP-00363,Arrester,Northeast,tropical_cyclone,2024-10-06,0.37,26.0,0.6218225116647382,High
SP-00364,Conductor,Northeast,southwest_monsoon,2024-07-13,0.18,13194.1,0.4179308136816201,Medium
SP-00364,Damper,Northeast,southwest_monsoon,2024-07-13,0.15,8181.3,0.4341505647200975,Medium
SP-00364,Spacer,Northeast,southwest_monsoon,2024-07-13,0.14,8825.8,0.4237509019479345,Medium
SP-00364,Insulator,Northeast,southwest_monsoon,2024-07-13,0.1,627.0,0.45571980053041705,Medium
SP-00364,Fittings,Northeast,southwest_monsoon,2024-07-13,0.115,28352.4,0.2754530662816535,Low
SP-00364,Arrester,Northeast,southwest_monsoon,2024-07-13,0.1,3066.1,0.4390693467405291,Medium
SP-00365,Conductor,Northeast,summer_storm,2024-05-05,0.18,18006.3,0.38508045341443187,Medium
SP-00365,Conductor,Northeast,heatwave,2024-04-16,0.07,18006.3,0.31908045341443186,Medium
SP-00365,Damper,Northeast,summer_storm,2024-05-05,0.09,14124.5,0.35757946186902045,Medium
SP-00365,Damper,Northeast,heatwave,2024-04-16,0.045,14124.5,0.3305794618690205,Medium
SP-00365,Spacer,Northeast,summer_storm,2024-05-05,0.045,17939.3,0.3045378272014527,Medium
SP-00365,Spacer,Northeast,heatwave,2024-04-16,0.06,17939.3,0.3135378272014527,Medium
SP-00365,Insulator,Northeast,summer_storm,2024-05-05,0.155,6819.9,0.4464441270133833,Medium
SP-00365,Insulator,Northeast,heatwave,2024-04-16,0.055,6819.9,0.3864441270133834,Medium
SP-00365,Fittings,Northeast,summer_storm,2024-05-05,0.065,26433.4,0.25855307071886185,Low
SP-00365,Fittings,Northeast,heatwave,2024-04-16,0.07,26433.4,0.26155307071886186,Low
SP-00365,Arrester,Northeast,summer_storm,2024-05-05,0.14,329.7,0.4817493113793916,Medium
SP-00365,Arrester,Northeast,heatwave,2024-04-16,0.03,329.7,0.4157493113793916,Medium
SP-00366,Conductor,Northeast,tropical_cyclone,2024-11-07,0.33,9464.6,0.5333901500800404,High
SP-00366,Damper,Northeast,tropical_cyclone,2024-11-07,0.435,2138.9,0.6463988538349427,High
SP-00366,Spacer,Northeast,tropical_cyclone,2024-11-07,0.445,2272.7,0.6514854715557877,High
SP-00366,Insulator,Northeast,tropical_cyclone,2024-11-07,0.215,7480.6,0.4779338753554034,Medium
SP-00366,Fittings,Northeast,tropical_cyclone,2024-11-07,0.22,17349.4,0.4135647644695659,Medium
SP-00366,Arrester,Northeast,tropical_cyclone,2024-11-07,0.425,460.2,0.6518584564658659,High
SP-00367,Conductor,Northeast,southwest_monsoon,2024-08-29,0.175,16153.0,0.3947319584813825,Medium
SP-00367,Damper,Northeast,southwest_monsoon,2024-08-29,0.255,2981.8,0.5326448185352434,High
SP-00367,Spacer,Northeast,southwest_monsoon,2024-08-29,0.305,3584.1,0.5585332329841592,High
SP-00367,Insulator,Northeast,southwest_monsoon,2024-08-29,0.23,4185.7,0.5094264259651782,High
SP-00367,Fittings,Northeast,southwest_monsoon,2024-08-29,0.16,12336.7,0.41178383286059994,Medium
SP-00367,Arrester,Northeast,southwest_monsoon,2024-08-29,0.245,1204.0,0.5387809247824915,High
SP-00368,Conductor,Northeast,summer_storm,2024-05-25,0.225,16633.5,0.4214518375162556,Medium
SP-00368,Damper,Northeast,summer_storm,2024-05-25,0.19,1976.4,0.500508155930329,High
SP-00368,Spacer,Northeast,summer_storm,2024-05-25,0.24,1581.9,0.5332012000942054,High
SP-00368,Insulator,Northeast,summer_storm,2024-05-25,0.245,383.0,0.5443854602921049,High
SP-00368,Fittings,Northeast,summer_storm,2024-05-25,0.175,10736.8,0.4317055093061913,Medium
SP-00368,Arrester,Northeast,summer_storm,2024-05-25,0.205,0.0,0.523,High
SP-00372,Conductor,Northeast,heatwave,2025-03-12,0.07,29391.9,0.2413569461083976,Low
SP-00372,Damper,Northeast,heatwave,2025-03-12,0.085,12912.2,0.3628551968243241,Medium
SP-00372,Spacer,Northeast,heatwave,2025-03-12,0.085,15081.7,0.3480451605416125,Medium
SP-00372,Insulator,Northeast,heatwave,2025-03-12,0.1,1177.9,0.4519590957651966,Medium
SP-00372,Fittings,Northeast,heatwave,2025-03-12,0.13,5426.4,0.4409568191359732,Medium
SP-00372,Arrester,Northeast,heatwave,2025-03-12,0.085,458.8,0.44786801353007233,Medium
SP-00374,Conductor,Northeast,heatwave,2025-03-06,0.065,5110.6,0.40411261976196083,Medium
SP-00374,Conductor,Northeast,tropical_cyclone,2024-10-16,0.53,5110.6,0.6831126197619608,High
SP-00374,Damper,Northeast,heatwave,2025-03-06,0.04,3778.6,0.3982054837069122,Medium
SP-00374,Damper,Northeast,tropical_cyclone,2024-10-16,0.475,3778.6,0.6592054837069121,High
SP-00374,Spacer,Northeast,heatwave,2025-03-06,0.055,3601.4,0.40841513497646575,Medium
SP-00374,Spacer,Northeast,tropical_cyclone,2024-10-16,0.48,3601.4,0.6634151349764658,High
SP-00374,Insulator,Northeast,heatwave,2025-03-06,0.035,3518.4,0.39698173235441697,Medium
SP-00374,Insulator,Northeast,tropical_cyclone,2024-10-16,0.43,3518.4,0.633981732354417,High
SP-00374,Fittings,Northeast,heatwave,2025-03-06,0.165,7248.8,0.4495162521290067,Medium
SP-00374,Fittings,Northeast,tropical_cyclone,2024-10-16,0.54,7248.8,0.6745162521290067,High
SP-00374,Arrester,Northeast,heatwave,2025-03-06,0.055,89.3,0.43239039583312,Medium
SP-00374,Arrester,Northeast,tropical_cyclone,2024-10-16,0.51,89.3,0.70539039583312,Critical
SP-00379,Conductor,Northeast,southwest_monsoon,2024-06-29,0.205,5779.8,0.4835443430712991,Medium
SP-00379,Damper,Northeast,southwest_monsoon,2024-06-29,0.185,2210.6,0.49590939561808606,Medium
SP-00379,Spacer,Northeast,southwest_monsoon,2024-06-29,0.21,3213.9,0.50406039381931,High
SP-00379,Insulator,Northeast,southwest_monsoon,2024-06-29,0.335,1372.0,0.5916340770777229,High
SP-00379,Fittings,Northeast,southwest_monsoon,2024-06-29,0.14,15373.7,0.37905183000713366,Medium
SP-00379,Arrester,Northeast,southwest_monsoon,2024-06-29,0.145,115.4,0.48621222485041493,Medium
SP-00381,Conductor,Northeast,tropical_cyclone,2024-10-23,0.39,11314.0,0.556765268263379,High
SP-00381,Damper,Northeast,tropical_cyclone,2024-10-23,0.31,16496.4,0.47338774716103993,Medium
SP-00381,Spacer,Northeast,tropical_cyclone,2024-10-23,0.38,8582.5,0.5694117831775191,High
SP-00381,Insulator,Northeast,tropical_cyclone,2024-10-23,0.445,1283.9,0.6582354894752831,High
SP-00381,Fittings,Northeast,tropical_cyclone,2024-10-23,0.3,26723.8,0.3975706625434761,Medium
SP-00381,Arrester,Northeast,tropical_cyclone,2024-10-23,0.425,852.6,0.6491797478982992,High
SP-00383,Conductor,Northeast,summer_storm,2024-04-25,0.095,27746.9,0.2675864965509238,Low
SP-00383,Conductor,Northeast,heatwave,2024-04-27,0.055,27746.9,0.2435864965509238,Low
SP-00383,Damper,Northeast,summer_storm,2024-04-25,0.22,3200.9,0.510149137986941,High
SP-00383,Damper,Northeast,heatwave,2024-04-27,0.065,3200.9,0.417149137986941,Medium
SP-00383,Spacer,Northeast,summer_storm,2024-04-25,0.08,30928.7,0.23686602019953784,Low
SP-00383,Spacer,Northeast,heatwave,2024-04-27,0.095,30928.7,0.24586602019953785,Low
SP-00383,Insulator,Northeast,summer_storm,2024-04-25,0.12,6606.7,0.4268995313625302,Medium
SP-00383,Insulator,Northeast,heatwave,2024-04-27,0.08,6606.7,0.4028995313625302,Medium
SP-00383,Fittings,Northeast,summer_storm,2024-04-25,0.085,18099.2,0.3274462739395925,Medium
SP-00383,Fittings,Northeast,heatwave,2024-04-27,0.06,18099.2,0.3124462739395925,Medium
SP-00383,Arrester,Northeast,summer_storm,2024-04-25,0.11,5237.3,0.43024770545128116,Medium
SP-00383,Arrester,Northeast,heatwave,2024-04-27,0.09,5237.3,0.41824770545128115,Medium
SP-00384,Conductor,Northeast,southwest_monsoon,2024-07-07,0.075,21934.0,0.2952681097833618,Low
SP-00384,Damper,Northeast,southwest_monsoon,2024-07-07,0.13,2015.2,0.46424328872232296,Medium
SP-00384,Spacer,Northeast,southwest_monsoon,2024-07-07,0.165,3592.7,0.4744745253040341,Medium
