span_id,event_id,component,region,event_type,forecast_date,age_at_forecast_days,forecast_wind_max,forecast_wind_avg,forecast_rain_total,forecast_pressure_min,forecast_humidity_max,forecast_temp_max,forecast_confidence_avg,RUL_days,failure_prob,risk_score,risk_level
SP-01623,FCAST-006491,Spacer,South,southwest_monsoon,2024-07-25,1883,16.5,8.773333333333333,282.456,1003.2,99.0,30.5,74.65138888888889,2755.0,0.21,0.5071930629366811,High
SP-00080,FCAST-000320,Insulator,Northeast,tropical_cyclone,2024-09-03,1076,26.33,13.34125,316.166,987.3,100.0,30.7,75.19722222222222,11985.7,0.315,0.5071799253866345,High
SP-01527,FCAST-006106,Insulator,South,heatwave,2025-03-27,1226,6.6,3.840694444444444,47.115,1005.8,69.6,36.99,75.13055555555555,1878.5,0.2,0.507176467777334,High
SP-00153,FCAST-000611,Damper,Northeast,southwest_monsoon,2024-09-15,1675,11.7,6.180138888888888,151.923,1001.4,99.0,31.7,75.32638888888889,1878.6,0.2,0.5071757851298908,High
SP-00089,FCAST-000353,Insulator,Northeast,southwest_monsoon,2024-06-01,1584,11.7,6.399861111111111,158.81,1001.6,98.8,31.7,74.95694444444445,1878.7,0.2,0.5071751024824475,High
SP-01295,FCAST-005178,Conductor,South,tropical_cyclone,2024-09-05,2296,37.12,18.984722222222224,387.51,988.6,100.0,29.5,74.84444444444445,2318.3,0.205,0.5071741843216362,High
SP-00466,FCAST-001861,Damper,North,summer_storm,2024-05-19,1780,18.9,8.288611111111111,135.208,996.1,97.2,30.94,75.225,1450.6,0.195,0.5070975161872775,High
SP-01621,FCAST-006482,Fittings,South,tropical_cyclone,2024-10-14,1795,37.12,18.97125,388.371,988.4,100.0,29.5,75.19027777777778,2770.2,0.21,0.5070893005252972,High
SP-00866,FCAST-003461,Spacer,Central,tropical_cyclone,2024-08-22,2370,23.62,11.975555555555555,217.641,988.9,100.0,32.0,74.86527777777778,4972.9,0.235,0.5070526252914052,High
SP-01502,FCAST-006006,Conductor,South,tropical_cyclone,2024-08-30,1549,37.12,18.877083333333335,388.722,988.0,100.0,29.5,74.83472222222223,10691.3,0.3,0.5070161138928995,High
SP-01348,FCAST-005390,Spacer,South,southwest_monsoon,2024-07-31,1502,16.5,8.956944444444444,288.801,1002.7,100.0,30.5,74.98750000000001,2341.5,0.205,0.5070158101147871,High
SP-00118,FCAST-000469,Insulator,Northeast,summer_storm,2024-05-15,1672,16.38,6.780555555555555,124.278,999.2,99.4,32.62,75.19583333333334,1908.1,0.2,0.5069744041341129,High
SP-01344,FCAST-005376,Spacer,South,summer_storm,2024-05-07,2174,23.1,9.47888888888889,102.395,1000.2,98.8,31.92,75.07361111111112,1491.9,0.195,0.5068155827931886,High
SP-00728,FCAST-002910,Insulator,North,southwest_monsoon,2024-07-14,1164,13.5,7.262222222222222,182.831,998.6,100.0,29.6,75.275,1062.8,0.19,0.5067448229724518,High
SP-00728,FCAST-002911,Arrester,North,summer_storm,2024-04-20,1079,18.9,8.352083333333333,133.393,996.2,98.1,30.91,74.89305555555556,1506.2,0.195,0.5067179642087946,High
SP-00944,FCAST-003776,Spacer,Central,summer_storm,2024-04-13,2141,14.7,6.4286111111111115,107.823,1001.3,98.1,35.07,74.79166666666667,1950.6,0.2,0.5066842789707042,High
SP-01468,FCAST-005872,Damper,South,summer_storm,2024-05-07,1089,23.1,10.329027777777778,96.81,1000.1,99.2,31.56,75.04166666666667,3270.1,0.215,0.5066767459561672,High
SP-01030,FCAST-004120,Conductor,Central,tropical_cyclone,2024-11-08,2201,23.62,11.960555555555556,221.733,989.3,100.0,32.0,75.03055555555555,14259.4,0.34,0.5066585704679889,High
SP-00811,FCAST-003243,Fittings,North,summer_storm,2024-05-30,1832,18.9,7.9208333333333325,129.241,996.6,99.2,31.18,74.95833333333333,7228.5,0.26,0.5066548295599996,High
SP-01270,FCAST-005077,Fittings,South,southwest_monsoon,2024-08-17,1853,16.5,8.994583333333333,296.749,1002.8,100.0,30.5,74.87777777777778,2843.5,0.21,0.5065889199493476,High
SP-00924,FCAST-003695,Arrester,Central,summer_storm,2024-05-27,921,14.7,5.995833333333334,100.873,1001.0,98.5,33.71,74.70138888888889,1528.0,0.195,0.506569147066152,High
SP-01555,FCAST-006219,Insulator,South,tropical_cyclone,2024-11-18,1915,37.12,18.509444444444444,392.713,988.1,100.0,29.5,75.34722222222223,1531.0,0.195,0.5065486676428526,High
SP-01301,FCAST-005201,Damper,South,southwest_monsoon,2024-07-04,2263,16.5,9.201666666666666,290.935,1002.5,100.0,30.5,74.7513888888889,2411.2,0.205,0.5065400048467968,High
SP-00221,FCAST-000882,Fittings,Northeast,tropical_cyclone,2024-08-09,1068,26.33,13.379166666666666,315.03,987.5,100.0,30.7,75.13611111111112,16047.0,0.36,0.506455564771296,High
SP-00598,FCAST-002392,Arrester,North,southwest_monsoon,2024-07-20,1768,13.5,7.110416666666667,189.466,998.8,100.0,29.6,74.75972222222222,2427.0,0.205,0.5064321465507531,High
SP-00477,FCAST-001908,Arrester,North,southwest_monsoon,2024-09-24,1022,13.5,7.342222222222222,186.696,998.5,99.7,29.6,75.30972222222222,1549.0,0.195,0.5064257911030559,High
SP-01562,FCAST-006246,Damper,South,southwest_monsoon,2024-09-21,1808,16.5,9.170972222222224,284.297,1002.2,100.0,30.5,74.92777777777778,2434.8,0.205,0.5063789000501746,High
SP-01436,FCAST-005742,Fittings,South,tropical_cyclone,2024-11-02,1476,37.12,18.40680555555555,388.156,987.9,100.0,29.5,74.56944444444444,3328.9,0.215,0.5062753492594982,High
SP-00720,FCAST-002879,Damper,North,summer_storm,2024-04-28,2077,18.9,7.869027777777778,136.796,996.0,99.1,31.25,74.97916666666667,2014.1,0.2,0.5062507978441994,High
SP-01301,FCAST-005201,Arrester,South,southwest_monsoon,2024-07-04,2263,16.5,9.201666666666666,290.935,1002.5,100.0,30.5,74.7513888888889,260.5,0.18,0.5062217034101654,High
SP-00104,FCAST-000414,Insulator,Northeast,summer_storm,2024-05-14,1319,16.38,6.8005555555555555,125.991,999.5,97.0,33.0,74.58472222222223,2018.9,0.2,0.5062180307669203,High
SP-00475,FCAST-001900,Arrester,North,summer_storm,2024-04-03,2234,18.9,7.749166666666667,135.882,996.5,98.4,31.06,75.00277777777778,2040.5,0.2,0.5060705789191643,High
SP-00847,FCAST-003387,Spacer,Central,summer_storm,2024-05-20,1456,14.7,6.188194444444445,111.716,1000.9,96.6,34.23,75.07083333333334,2487.3,0.205,0.5060205101424344,High
SP-00441,FCAST-001764,Damper,North,summer_storm,2024-05-31,1153,18.9,8.32861111111111,133.142,996.5,95.8,30.74,74.86944444444445,2494.7,0.205,0.5059699942316291,High
SP-01225,FCAST-004900,Arrester,Central,summer_storm,2024-04-16,1613,14.7,6.315416666666667,111.192,1001.6,96.2,34.53,75.11666666666666,738.6,0.185,0.5059579659836779,High
SP-00733,FCAST-002931,Damper,North,tropical_cyclone,2024-10-14,2156,30.38,15.48125,258.05,984.1,100.0,28.6,74.58888888888889,5574.2,0.24,0.5059478662147541,High
SP-00312,FCAST-001248,Spacer,Northeast,southwest_monsoon,2024-06-28,1543,11.7,6.340277777777778,156.839,1001.7,100.0,31.7,75.01666666666667,3825.8,0.22,0.5058832741136676,High
SP-00565,FCAST-002258,Damper,North,southwest_monsoon,2024-07-21,1995,13.5,7.457777777777778,189.67,999.1,100.0,29.6,75.04583333333333,1633.3,0.195,0.5058503193083417,High
SP-01444,FCAST-005773,Insulator,South,summer_storm,2024-04-14,2145,23.1,9.655555555555557,95.525,999.9,99.1,31.93,74.9375,755.4,0.185,0.5058432812132011,High
SP-00192,FCAST-000768,Insulator,Northeast,southwest_monsoon,2024-08-17,1940,11.7,6.223194444444444,160.117,1001.9,100.0,31.7,75.10833333333333,2519.3,0.205,0.5058020629605737,High
SP-00800,FCAST-003198,Damper,North,summer_storm,2024-05-04,2171,18.9,7.495138888888889,128.492,996.6,96.1,30.85,75.06805555555555,1202.8,0.19,0.5057891165518112,High
SP-00762,FCAST-003045,Insulator,North,heatwave,2024-04-27,1543,5.4,3.1791666666666667,45.425,1001.6,62.8,36.1,75.09166666666667,1207.8,0.19,0.5057549841796455,High
SP-01481,FCAST-005921,Arrester,South,southwest_monsoon,2024-07-25,1250,16.5,9.092222222222222,293.248,1001.6,100.0,30.5,75.30694444444445,2093.5,0.2,0.5057087757742076,High
SP-01237,FCAST-004945,Conductor,Central,tropical_cyclone,2024-08-15,2323,23.62,11.932638888888889,217.944,989.3,100.0,32.0,74.79305555555555,6493.4,0.25,0.5056729709158058,High
SP-01286,FCAST-005144,Spacer,South,tropical_cyclone,2024-09-13,1519,37.12,18.794583333333335,384.329,988.2,100.0,29.5,74.39305555555556,2559.2,0.205,0.5055296866306911,High
SP-00125,FCAST-000498,Insulator,Northeast,southwest_monsoon,2024-09-05,2226,11.7,6.287222222222223,159.019,1001.6,100.0,31.7,74.9375,1691.1,0.195,0.5054557490861058,High
SP-01310,FCAST-005239,Damper,South,summer_storm,2024-04-22,1950,23.1,9.452361111111111,99.57,999.2,100.0,31.31,75.05694444444445,2138.5,0.2,0.5054015844247159,High
SP-00819,FCAST-003273,Damper,North,southwest_monsoon,2024-08-22,1647,13.5,7.204722222222222,191.413,999.0,99.3,29.6,75.10416666666667,2148.9,0.2,0.5053305890906112,High
SP-00455,FCAST-001819,Insulator,North,summer_storm,2024-05-31,956,18.9,8.191944444444445,140.877,996.2,96.7,31.17,74.77916666666667,2149.4,0.2,0.5053271758533946,High
SP-00798,FCAST-003190,Damper,North,southwest_monsoon,2024-09-05,2091,13.5,7.4625,187.379,999.0,100.0,29.6,74.475,4353.4,0.225,0.5052816262027395,High
SP-00944,FCAST-003776,Insulator,Central,summer_storm,2024-04-13,2141,14.7,6.4286111111111115,107.823,1001.3,98.1,35.07,74.79166666666667,3038.7,0.21,0.5052563921399974,High
SP-01492,FCAST-005967,Arrester,South,southwest_monsoon,2024-06-05,1814,16.5,8.749027777777778,286.928,1003.2,100.0,30.5,75.38333333333334,848.6,0.185,0.5052070537960318,High
SP-01477,FCAST-005905,Spacer,South,southwest_monsoon,2024-07-01,2107,16.5,8.67361111111111,286.655,1003.3,99.3,30.5,75.05277777777778,1728.3,0.195,0.5052018042371926,High
SP-01257,FCAST-005028,Arrester,Central,southwest_monsoon,2024-08-02,1909,10.5,5.4181944444444445,147.316,1003.9,99.3,33.0,75.15694444444445,422.8,0.18,0.5051137666096657,High
SP-00616,FCAST-002464,Damper,North,heatwave,2025-03-13,1268,5.4,3.22625,48.5,1002.1,64.4,36.1,74.76388888888889,3508.4,0.215,0.5050499970987483,High
SP-00616,FCAST-002463,Damper,North,summer_storm,2024-05-31,982,18.9,7.995,133.613,996.1,96.7,31.01,74.70277777777778,3508.4,0.215,0.5050499970987483,High
SP-00948,FCAST-003790,Arrester,Central,tropical_cyclone,2024-10-12,2118,23.62,12.263055555555557,211.432,989.1,100.0,32.0,74.94444444444444,1752.6,0.195,0.5050359209084672,High
SP-00309,FCAST-001235,Arrester,Northeast,summer_storm,2024-05-07,2185,16.38,7.215972222222222,120.583,999.6,99.3,33.16,75.13194444444444,878.9,0.185,0.5050002116207075,High
SP-00535,FCAST-002137,Insulator,North,southwest_monsoon,2024-06-30,2243,13.5,7.245416666666666,185.054,998.9,100.0,29.6,74.90833333333333,0.0,0.175,0.505,High
SP-00396,FCAST-001584,Arrester,Northeast,summer_storm,2024-05-14,1448,16.38,7.019722222222223,120.825,999.0,99.2,32.95,75.08611111111111,446.2,0.18,0.50495402710793,High
SP-00396,FCAST-001582,Arrester,Northeast,heatwave,2024-04-20,1424,4.68,2.8433333333333333,38.849,1004.6,61.5,38.2,75.03055555555555,446.2,0.18,0.50495402710793,High
SP-01620,FCAST-006480,Insulator,South,summer_storm,2024-04-05,1821,23.1,9.673472222222223,101.445,1000.1,99.6,32.46,75.09861111111111,1328.0,0.19,0.5049344419527813,High
SP-00641,FCAST-002562,Fittings,North,tropical_cyclone,2024-08-29,2388,30.38,15.68861111111111,262.674,984.4,100.0,28.6,75.27638888888889,10561.5,0.295,0.5049021902743219,High
SP-00719,FCAST-002873,Damper,North,southwest_monsoon,2024-07-19,1807,13.5,7.365833333333334,189.215,998.7,100.0,29.6,75.08888888888889,3108.0,0.21,0.5047833174617803,High
SP-00746,FCAST-002981,Damper,North,southwest_monsoon,2024-07-05,1270,13.5,7.359166666666667,186.882,999.2,100.0,29.6,74.85555555555555,2229.8,0.2,0.5047783273089697,High
SP-00029,FCAST-000113,Spacer,Northeast,southwest_monsoon,2024-08-10,992,11.7,6.363472222222223,161.599,1001.9,99.6,31.7,75.18333333333334,2669.6,0.205,0.5047760438532718,High
SP-01463,FCAST-005849,Spacer,South,southwest_monsoon,2024-08-19,1851,16.5,8.921666666666667,289.691,1003.1,99.6,30.5,75.11944444444445,2233.5,0.2,0.504753069353567,High
SP-00297,FCAST-001186,Arrester,Northeast,southwest_monsoon,2024-06-05,2178,11.7,6.35375,158.135,1002.3,99.3,31.7,75.1888888888889,37.0,0.175,0.5047474204459736,High
SP-00870,FCAST-003480,Insulator,Central,tropical_cyclone,2024-10-30,1219,23.62,11.961805555555555,220.355,990.0,100.0,32.0,74.86944444444445,6192.8,0.245,0.5047250091304096,High
SP-00662,FCAST-002646,Insulator,North,southwest_monsoon,2024-07-18,951,13.5,7.126805555555555,187.878,999.2,99.4,29.6,75.02083333333333,1364.4,0.19,0.5046859582834148,High
SP-00150,FCAST-000599,Damper,Northeast,summer_storm,2024-05-07,1805,16.38,6.808472222222222,116.237,999.3,97.7,33.41,75.40138888888889,1808.0,0.195,0.5046577342248709,High
SP-01339,FCAST-005356,Fittings,South,tropical_cyclone,2024-09-15,1716,37.12,18.587083333333332,386.65,988.5,100.0,29.5,74.38611111111112,3129.2,0.21,0.5046385962037976,High
SP-01054,FCAST-004215,Insulator,Central,southwest_monsoon,2024-09-26,1941,10.5,5.475555555555555,148.669,1003.7,100.0,33.0,75.37083333333334,1379.8,0.19,0.5045808305771443,High
SP-00661,FCAST-002641,Damper,North,southwest_monsoon,2024-07-18,2002,13.5,7.418888888888889,195.282,999.1,100.0,29.6,74.53194444444445,1381.9,0.19,0.5045664949808347,High
SP-00919,FCAST-003675,Fittings,Central,southwest_monsoon,2024-07-18,2096,10.5,5.641111111111111,153.324,1003.5,99.4,33.0,74.85277777777777,5338.9,0.235,0.5045541356488734,High
SP-00549,FCAST-002193,Damper,North,summer_storm,2024-04-20,2059,18.9,7.832083333333333,129.66,996.6,99.4,31.23,74.50694444444444,1390.7,0.19,0.504506422005823,High
SP-01627,FCAST-006508,Spacer,South,tropical_cyclone,2024-10-10,1820,37.12,18.91027777777778,389.641,987.7,100.0,29.5,75.24027777777778,2274.4,0.2,0.5044738665492513,High
SP-01343,FCAST-005369,Insulator,South,tropical_cyclone,2024-09-10,1337,37.12,18.683333333333337,388.956,988.4,100.0,29.5,75.06527777777778,1852.4,0.195,0.5043546387600393,High
SP-01344,FCAST-005376,Arrester,South,summer_storm,2024-05-07,2174,23.1,9.47888888888889,102.395,1000.2,98.8,31.92,75.07361111111112,537.8,0.18,0.5043287220498538,High
SP-00838,FCAST-003349,Arrester,North,southwest_monsoon,2024-09-12,1334,13.5,7.322638888888889,190.754,998.9,99.3,29.6,75.17083333333333,979.4,0.185,0.5043141509401763,High
SP-00685,FCAST-002737,Insulator,North,southwest_monsoon,2024-08-21,1086,13.5,7.389166666666666,193.326,999.0,100.0,29.6,74.80277777777778,1427.9,0.19,0.5042524771569099,High
SP-01560,FCAST-006239,Damper,South,southwest_monsoon,2024-09-22,1444,16.5,8.831388888888888,287.351,1003.2,100.0,30.5,75.10694444444444,3187.1,0.21,0.5042433433341185,High
SP-00865,FCAST-003460,Damper,Central,summer_storm,2024-05-26,1143,14.7,6.254444444444444,111.343,1001.4,97.8,34.91,75.03611111111111,2310.7,0.2,0.5042260655273281,High
SP-00823,FCAST-003292,Arrester,North,southwest_monsoon,2024-06-23,1322,13.5,7.229583333333333,191.292,998.6,99.9,29.6,74.73194444444444,994.8,0.185,0.5042090232339058,High
SP-01133,FCAST-004532,Arrester,Central,summer_storm,2024-05-26,1963,14.7,6.285,110.456,1001.0,97.5,33.72,74.86666666666666,556.6,0.18,0.5042003843305106,High
SP-00577,FCAST-002305,Insulator,North,summer_storm,2024-04-09,1699,18.9,8.275833333333333,132.809,996.2,97.4,31.54,74.88055555555555,559.3,0.18,0.5041819528495411,High
SP-00721,FCAST-002881,Insulator,North,southwest_monsoon,2024-06-09,2312,13.5,7.434166666666666,190.666,998.6,100.0,29.6,75.03611111111111,121.0,0.175,0.5041739965935893,High
SP-00537,FCAST-002147,Arrester,North,southwest_monsoon,2024-08-24,1578,13.5,7.194305555555555,187.42,999.3,100.0,29.6,75.55555555555556,565.3,0.18,0.5041409940029422,High
SP-00379,FCAST-001516,Spacer,Northeast,southwest_monsoon,2024-06-29,1975,11.7,6.408611111111111,162.35,1000.8,100.0,31.7,74.71527777777777,3213.9,0.21,0.50406039381931,High
SP-01295,FCAST-005178,Fittings,South,tropical_cyclone,2024-09-05,2296,37.12,18.984722222222224,387.51,988.6,100.0,29.5,74.84444444444445,6734.4,0.25,0.5040277905774174,High
SP-01673,FCAST-006692,Arrester,South,summer_storm,2024-04-20,1757,23.1,9.656527777777775,99.774,1000.3,96.9,32.61,74.88194444444444,1021.7,0.185,0.5040253910716541,High
SP-01348,FCAST-005392,Spacer,South,summer_storm,2024-04-03,1383,23.1,10.01,97.201,999.9,98.6,32.54,75.22083333333333,2341.5,0.2,0.5040158101147871,High
SP-00070,FCAST-000279,Damper,Northeast,southwest_monsoon,2024-08-03,2109,11.7,6.37625,157.213,1001.7,99.1,31.7,74.84583333333333,1467.5,0.19,0.5039821487693573,High
SP-00172,FCAST-000685,Spacer,Northeast,summer_storm,2024-04-20,1692,16.38,6.790416666666667,123.243,999.7,97.9,33.37,75.1263888888889,1910.0,0.195,0.5039614338326899,High
SP-00887,FCAST-003545,Arrester,Central,tropical_cyclone,2024-08-02,979,23.62,12.01375,226.295,988.2,100.0,32.0,75.04722222222222,12028.8,0.31,0.5038857043385658,High
SP-00578,FCAST-002309,Arrester,North,southwest_monsoon,2024-07-10,1119,13.5,7.444444444444445,188.984,998.6,100.0,29.6,74.68472222222222,1482.9,0.19,0.5038770210630868,High
SP-00485,FCAST-001940,Arrester,North,southwest_monsoon,2024-06-27,1892,13.5,7.437361111111112,192.672,999.0,100.0,29.6,74.77083333333333,609.0,0.18,0.5038426770702137,High
SP-00607,FCAST-002428,Damper,North,tropical_cyclone,2024-10-21,1141,30.38,15.368055555555555,258.677,983.3,100.0,28.6,75.30416666666666,2380.2,0.2,0.5037516255542245,High
SP-01433,FCAST-005730,Spacer,South,summer_storm,2024-05-08,1167,23.1,9.395,99.924,999.9,97.6,32.29,75.05972222222222,2820.7,0.205,0.5037445635664233,High
SP-00876,FCAST-003504,Damper,Central,summer_storm,2024-04-11,2271,14.7,6.324583333333333,108.966,1001.5,96.8,34.72,74.89444444444445,1507.0,0.19,0.5037125030292481,High
SP-00609,FCAST-002433,Arrester,North,summer_storm,2024-05-13,1357,18.9,7.875,129.72,996.7,97.2,30.8,75.4375,647.9,0.18,0.5035771272147643,High
SP-01589,FCAST-006356,Fittings,South,summer_storm,2024-04-17,1663,23.1,9.861805555555556,100.589,1000.5,97.9,32.35,74.56666666666666,2870.9,0.205,0.5034018745498794,High
SP-01479,FCAST-005914,Insulator,South,southwest_monsoon,2024-06-02,1841,16.5,8.688611111111111,285.194,1003.1,100.0,30.5,74.91388888888889,236.9,0.175,0.5033828082067876,High
SP-00547,FCAST-002185,Arrester,North,summer_storm,2024-04-23,1642,18.9,8.155277777777776,139.227,996.3,97.1,30.35,75.33888888888889,1135.9,0.185,0.5032458076913888,High
SP-01056,FCAST-004224,Arrester,Central,tropical_cyclone,2024-11-13,1085,23.62,11.989027777777778,214.485,989.2,100.0,32.0,74.84027777777777,10369.2,0.29,0.503214921307816,High
SP-00294,FCAST-001174,Damper,Northeast,tropical_cyclone,2024-09-04,1143,26.33,13.645416666666668,315.353,987.4,100.0,30.7,75.08888888888889,10810.6,0.295,0.5032017154930251,High
SP-01395,FCAST-005578,Conductor,South,summer_storm,2024-04-10,1993,23.1,9.574722222222222,96.908,1000.4,97.2,32.04,74.49444444444445,4227.0,0.22,0.5031444925710893,High
SP-00588,FCAST-002352,Damper,North,tropical_cyclone,2024-10-13,1663,30.38,15.485833333333334,254.529,984.3,100.0,28.6,75.07777777777778,3789.7,0.215,0.5031297098407043,High
SP-00918,FCAST-003670,Arrester,Central,summer_storm,2024-04-05,1376,14.7,6.20375,112.6,1001.4,97.3,34.4,74.83055555555556,4673.1,0.225,0.5030992023264624,High
SP-01548,FCAST-006189,Arrester,South,southwest_monsoon,2024-08-03,1965,16.5,9.023055555555556,289.671,1002.7,100.0,30.5,75.09583333333333,1168.4,0.185,0.5030239472723115,High
SP-01581,FCAST-006324,Damper,South,southwest_monsoon,2024-06-26,1764,16.5,9.044305555555557,294.375,1003.1,100.0,30.5,74.88194444444444,2051.7,0.195,0.502994122405513,High
SP-01241,FCAST-004961,Damper,Central,summer_storm,2024-04-17,1630,14.7,6.10361111111111,110.156,1001.5,98.2,34.85,74.95694444444445,2052.1,0.195,0.5029913918157398,High
SP-00975,FCAST-003899,Conductor,Central,summer_storm,2024-04-19,2235,14.7,6.221388888888889,110.302,1001.5,100.0,34.58,75.2486111111111,2933.0,0.205,0.5029779504875809,High
SP-00911,FCAST-003644,Conductor,Central,summer_storm,2024-05-21,963,14.7,6.26,104.94,1001.5,99.6,34.84,75.29861111111111,5130.5,0.23,0.5029767729207413,High
SP-00475,FCAST-001900,Conductor,North,summer_storm,2024-04-03,2234,18.9,7.749166666666667,135.882,996.5,98.4,31.06,75.00277777777778,6015.1,0.24,0.5029380736371797,High
SP-01555,FCAST-006219,Spacer,South,tropical_cyclone,2024-11-18,1915,37.12,18.509444444444444,392.713,988.1,100.0,29.5,75.34722222222223,2067.9,0.195,0.5028835335196962,High
SP-01245,FCAST-004978,Arrester,Central,southwest_monsoon,2024-08-17,1752,10.5,5.599722222222223,148.063,1003.9,100.0,33.0,74.95694444444445,1630.8,0.19,0.5028673854944246,High
SP-00673,FCAST-002692,Insulator,North,heatwave,2024-04-22,2130,5.4,3.2616666666666667,48.109,1002.1,64.0,36.1,74.95694444444445,2075.4,0.195,0.5028323349614474,High
SP-00933,FCAST-003730,Arrester,Central,southwest_monsoon,2024-08-26,1661,10.5,5.72875,146.072,1004.2,100.0,33.0,75.0013888888889,9988.4,0.285,0.5028144427719583,High
SP-00735,FCAST-002939,Damper,North,summer_storm,2024-05-13,939,18.9,7.825694444444445,129.165,996.1,97.1,30.88,74.80555555555556,2518.5,0.2,0.5028075241401202,High
SP-00140,FCAST-000558,Insulator,Northeast,summer_storm,2024-04-20,1323,16.38,6.746388888888889,121.748,999.3,97.8,33.58,75.13611111111112,1201.5,0.185,0.5027979909685744,High
SP-00095,FCAST-000377,Arrester,Northeast,summer_storm,2024-04-21,1743,16.38,6.5401388888888885,122.65,999.0,98.0,33.75,74.94166666666666,322.8,0.175,0.5027964140529803,High
SP-01273,FCAST-005090,Insulator,South,southwest_monsoon,2024-08-30,1699,16.5,8.871527777777779,286.07,1002.7,99.9,30.5,74.63194444444444,790.8,0.18,0.5026016240182677,High
SP-01451,FCAST-005801,Insulator,South,southwest_monsoon,2024-09-24,1646,16.5,9.029305555555556,292.00600000000003,1002.7,100.0,30.5,75.47361111111111,1230.5,0.185,0.5026000232100131,High
SP-00194,FCAST-000776,Arrester,Northeast,summer_storm,2024-05-31,897,16.38,7.23875,123.842,999.3,98.1,32.68,74.86805555555556,803.2,0.18,0.5025169757352966,High
SP-00770,FCAST-003077,Insulator,North,southwest_monsoon,2024-07-27,973,13.5,7.419444444444445,186.051,998.8,99.4,29.6,74.8763888888889,1245.7,0.185,0.5024962607986293,High
SP-01543,FCAST-006169,Insulator,South,summer_storm,2024-04-01,1084,23.1,9.668611111111112,100.681,1000.4,97.7,32.43,75.00555555555555,2132.3,0.195,0.5024439085662015,High
SP-01572,FCAST-006285,Damper,South,southwest_monsoon,2024-08-23,1950,16.5,8.743333333333332,290.09499999999997,1002.6,100.0,30.5,75.225,2137.8,0.195,0.5024063629568192,High
SP-00311,FCAST-001241,Arrester,Northeast,southwest_monsoon,2024-07-26,1166,11.7,6.1025,154.814,1002.1,100.0,31.7,74.92500000000001,820.6,0.18,0.5023981950801599,High
SP-01294,FCAST-005176,Spacer,South,tropical_cyclone,2024-11-16,1345,37.12,18.936666666666667,397.291,988.1,100.0,29.5,74.96527777777777,5660.8,0.235,0.5023566935288436,High
SP-01285,FCAST-005140,Fittings,South,tropical_cyclone,2024-11-01,1665,37.12,18.890138888888888,396.35,987.5,100.0,29.5,74.45277777777778,5225.7,0.23,0.5023268925547058,High
SP-00834,FCAST-003333,Insulator,North,southwest_monsoon,2024-08-29,2030,13.5,6.99375,192.278,998.8,100.0,29.6,75.19305555555555,1710.3,0.19,0.5023246807769893,High
SP-00681,FCAST-002721,Arrester,North,heatwave,2024-04-24,1442,5.4,3.1245833333333333,40.811,1001.5,64.4,36.1,75.41111111111111,832.8,0.18,0.5023149120920755,High
SP-00512,FCAST-002047,Arrester,North,southwest_monsoon,2024-07-22,1696,13.5,7.384305555555555,189.185,998.6,100.0,29.6,74.77222222222223,853.9,0.18,0.5021708734815361,High
SP-00722,FCAST-002885,Fittings,North,summer_storm,2024-04-08,1643,18.9,7.437638888888888,132.12,996.0,96.1,30.89,75.16111111111111,6129.5,0.24,0.5021571249620278,High
SP-00421,FCAST-001681,Arrester,North,heatwave,2025-03-02,1427,5.4,2.885972222222222,39.942,1001.4,63.7,36.1,74.90694444444445,1742.8,0.19,0.5021028203579121,High
SP-01121,FCAST-004482,Arrester,Central,southwest_monsoon,2024-08-25,2423,10.5,5.439583333333333,151.715,1004.1,100.0,33.0,75.17361111111111,1746.1,0.19,0.5020802929922827,High
SP-00074,FCAST-000295,Arrester,Northeast,southwest_monsoon,2024-07-22,1746,11.7,6.122777777777777,158.602,1001.8,99.3,31.7,75.00555555555555,871.3,0.18,0.5020520928263994,High
SP-00616,FCAST-002462,Damper,North,southwest_monsoon,2024-09-07,1081,13.5,7.442083333333334,194.329,998.5,100.0,29.6,75.125,3508.4,0.21,0.5020499970987484,High
SP-01479,FCAST-005916,Spacer,South,summer_storm,2024-05-07,1815,23.1,9.63625,102.032,1000.4,97.7,31.86,74.82499999999999,3074.3,0.205,0.5020133696501773,High
SP-00535,FCAST-002137,Arrester,North,southwest_monsoon,2024-06-30,2243,13.5,7.245416666666666,185.054,998.9,100.0,29.6,74.90833333333333,0.0,0.17,0.502,High
SP-00639,FCAST-002553,Arrester,North,summer_storm,2024-05-19,2240,18.9,7.518611111111111,126.424,996.3,98.2,30.96,74.88611111111112,0.0,0.17,0.502,High
SP-00024,FCAST-000096,Arrester,Northeast,southwest_monsoon,2024-08-15,1853,11.7,6.206250000000001,158.726,1002.1,97.7,31.7,74.73888888888888,0.0,0.17,0.502,High
SP-00029,FCAST-000113,Arrester,Northeast,southwest_monsoon,2024-08-10,992,11.7,6.363472222222223,161.599,1001.9,99.6,31.7,75.18333333333334,892.1,0.18,0.5019101021581899,High
SP-00189,FCAST-000756,Spacer,Northeast,summer_storm,2024-04-18,2235,16.38,6.853055555555556,126.413,998.9,98.6,33.78,74.79722222222222,1345.4,0.185,0.5018156612976445,High
SP-00606,FCAST-002422,Fittings,North,tropical_cyclone,2024-10-25,1110,30.38,15.547361111111112,260.167,984.6,100.0,28.6,75.30138888888888,7938.6,0.26,0.5018073500650222,High
